iteration,fuseTest,fuseResult
1,0,53.905
1,1,4092.17
3,0,54.6832
3,1,4091.91
5,0,54.6837
5,1,4091.9
7,0,54.5103
7,1,4092.65
9,0,53.5283
9,1,4094.61
11,0,54.095
11,1,4091.6
13,0,53.735
13,1,4092.15
15,0,55.0455
15,1,4093.89
17,0,53.6385
17,1,4092.44
19,0,53.5402
19,1,4092.02
21,0,53.7963
21,1,4092.02
23,0,53.1041
23,1,4092.62
25,0,55.9506
25,1,4093.16
27,0,54.7249
27,1,4094.62
29,0,53.8164
29,1,4092.62
31,0,54.7886
31,1,4093.01
33,0,53.844
33,1,4092.67
35,0,54
35,1,4092.55
37,0,54.0515
37,1,4092.03
39,0,53.7743
39,1,4092.31
41,0,55.1507
41,1,4091.99
43,0,52.2442
43,1,4092
45,0,54.0075
45,1,4091.57
47,0,55.1925
47,1,4092.57
49,0,53.5568
49,1,4092.47
51,0,53.7972
51,1,4093.43
53,0,53.1732
53,1,4091.74
55,0,51.8967
55,1,4091.44
57,0,56.6046
57,1,4091.77
59,0,53.889
59,1,4091.35
61,0,55.1165
61,1,4091.19
63,0,53.7618
63,1,4093.66
65,0,55.3997
65,1,4093.08
67,0,53.5059
67,1,4091.18
69,0,52.0832
69,1,4092.58
71,0,52.755
71,1,4092.06
73,0,54.349
73,1,4091.34
75,0,53.1421
75,1,4094.32
77,0,53.8479
77,1,4091.96
79,0,53.2129
79,1,4091.4
81,0,55.4924
81,1,4091.59
83,0,53.7925
83,1,4091.78
85,0,53.9621
85,1,4093.85
87,0,52.8
87,1,4092.58
89,0,55.8289
89,1,4091.29
91,0,55.1292
91,1,4091.58
93,0,54.5865
93,1,4093.14
95,0,55.7969
95,1,4093.13
97,0,54.2674
97,1,4092
99,0,54.1613
99,1,4093.95
101,0,53.8577
101,1,4091.95
103,0,51.267
103,1,4092.84
105,0,52.0213
105,1,4091.73
107,0,52.6851
107,1,4093.55
109,0,54.9481
109,1,4091.76
111,0,53.9771
111,1,4093.81
113,0,54.2015
113,1,4091.22
115,0,54.9758
115,1,4091.76
117,0,53.2493
117,1,4091.9
119,0,51.391
119,1,4093.05
121,0,54.0838
121,1,4091.8
123,0,56.9028
123,1,4092.17
125,0,53.0321
125,1,4091.79
127,0,55.8853
127,1,4093.01
129,0,53.1706
129,1,4091.87
131,0,53.5109
131,1,4091.44
133,0,53.6203
133,1,4092.18
135,0,53.8737
135,1,4091.9
137,0,54.4644
137,1,4091.03
139,0,53.5256
139,1,4093.78
141,0,55.0608
141,1,4093.08
143,0,55.6057
143,1,4092.87
145,0,55.1953
145,1,4094.2
147,0,53.7642
147,1,4092
149,0,54.9484
149,1,4094.25
151,0,53.8031
151,1,4091.32
153,0,54.2196
153,1,4093.3
155,0,54.8503
155,1,4091.1
157,0,51.6367
157,1,4091.48
159,0,52.1062
159,1,4093.28
161,0,52.8711
161,1,4094.18
163,0,54.1521
163,1,4093.22
165,0,54.5795
165,1,4092.77
167,0,56.7021
167,1,4092.51
169,0,53.8876
169,1,4094.52
171,0,53.3488
171,1,4091.95
173,0,55.0718
173,1,4091.86
175,0,56.8465
175,1,4094.17
177,0,54.6337
177,1,4092.11
179,0,53.8509
179,1,4094.59
181,0,55.1097
181,1,4091.04
183,0,53.6636
183,1,4091.46
185,0,56.1977
185,1,4092.64
187,0,54.3337
187,1,4091.42
189,0,56.4431
189,1,4092.1
191,0,54.1139
191,1,4091.75
193,0,54.1558
193,1,4093
195,0,54.2527
195,1,4092.56
197,0,55.8401
197,1,4091.96
199,0,56.4646
199,1,4092.59
