iteration,fuseTest,fuseResult
1,0,53.4292
1,1,4092.02
3,0,54.564
3,1,4092.3
5,0,54.145
5,1,4092.81
7,0,53.998
7,1,4092.2
9,0,52.167
9,1,4094.09
11,0,55.4045
11,1,4092.08
13,0,54.62
13,1,4091.99
15,0,53.5081
15,1,4092.72
17,0,51.9574
17,1,4093.35
19,0,54.2883
19,1,4094.97
21,0,51.1046
21,1,4093.09
23,0,54.9767
23,1,4091.88
25,0,52.7296
25,1,4093.56
27,0,55.4853
27,1,4092.55
29,0,55.6652
29,1,4092.4
31,0,51.7582
31,1,4092.66
33,0,54.2953
33,1,4092.02
35,0,52.2038
35,1,4091.21
37,0,54.0417
37,1,4092.35
39,0,54.0344
39,1,4091.12
41,0,54.3058
41,1,4094.95
43,0,54.4303
43,1,4091.86
45,0,54.0134
45,1,4092.26
47,0,54.3473
47,1,4094.99
49,0,53.5748
49,1,4091.93
51,0,54.3679
51,1,4092.45
53,0,54.2828
53,1,4092.63
55,0,53.8909
55,1,4093.62
57,0,54.4184
57,1,4091.75
59,0,55.0214
59,1,4094.3
61,0,53.8188
61,1,4093.04
63,0,56.2023
63,1,4094.17
65,0,55.049
65,1,4091.29
67,0,53.7885
67,1,4092.37
69,0,53.2473
69,1,4093.05
71,0,51.8247
71,1,4092.69
73,0,54.5342
73,1,4093.34
75,0,52.3985
75,1,4093.57
77,0,51.9663
77,1,4093.53
79,0,52.1518
79,1,4091.48
81,0,53.9688
81,1,4091.95
83,0,54.9077
83,1,4092.9
85,0,53.865
85,1,4091.92
87,0,54.9498
87,1,4094.01
89,0,52.2632
89,1,4091.88
91,0,54.6054
91,1,4091.18
93,0,56.03
93,1,4091.05
95,0,55.123
95,1,4091.96
97,0,52.7878
97,1,4091.41
99,0,51.4843
99,1,4091.56
101,0,53.6202
101,1,4092.29
103,0,54.7877
103,1,4091.94
105,0,54.0353
105,1,4091.95
107,0,53.8855
107,1,4094.48
109,0,55.9885
109,1,4091.71
111,0,55.1001
111,1,4092.01
113,0,53.7869
113,1,4093.56
115,0,54.5883
115,1,4092.88
117,0,53.6155
117,1,4094.97
119,0,53.2878
119,1,4092.14
121,0,51.0541
121,1,4092.37
123,0,55.7518
123,1,4092.3
125,0,53.2141
125,1,4091.97
127,0,51.8429
127,1,4092
129,0,54.0108
129,1,4092.69
131,0,52.957
131,1,4092.36
133,0,54.726
133,1,4093.27
135,0,51.0191
135,1,4091.36
137,0,54.5865
137,1,4092.23
139,0,54.177
139,1,4091.9
141,0,55.2739
141,1,4092.65
143,0,54.129
143,1,4092.07
145,0,51.8715
145,1,4094.99
147,0,56.9139
147,1,4091.41
149,0,55.3571
149,1,4093.52
151,0,54.3255
151,1,4092.47
153,0,53.604
153,1,4091.98
155,0,53.6196
155,1,4091.52
157,0,53.5882
157,1,4091.01
159,0,54.0924
159,1,4092
161,0,54.7377
161,1,4092.37
163,0,54.0697
163,1,4091.74
165,0,55.3373
165,1,4093.68
167,0,52.8929
167,1,4092.77
169,0,53.5172
169,1,4092.34
171,0,54.0011
171,1,4091.91
173,0,54.0741
173,1,4094.22
175,0,54.247
175,1,4094.44
177,0,54.2902
177,1,4091.39
179,0,54.116
179,1,4091.39
181,0,54.1463
181,1,4091.56
183,0,53.8334
183,1,4091.31
185,0,54.0992
185,1,4091.81
187,0,53.7821
187,1,4091.95
189,0,54.6161
189,1,4091.17
191,0,54.8846
191,1,4093.53
193,0,55.387
193,1,4091.85
195,0,53.4527
195,1,4092.01
197,0,53.9129
197,1,4091.97
199,0,55.9638
199,1,4093.6
201,0,52.932
201,1,4092.23
203,0,54.3966
203,1,4093.59
205,0,54.5464
205,1,4091.94
207,0,53.2511
207,1,4093.95
209,0,53.4064
209,1,4092.45
211,0,54.137
211,1,4091.99
213,0,53.3537
213,1,4091.3
215,0,53.9972
215,1,4091.97
217,0,55.2144
217,1,4091.89
219,0,55.988
219,1,4093.33
221,0,53.8615
221,1,4091.95
223,0,53.6833
223,1,4094.34
225,0,53.8448
225,1,4093.83
227,0,56.2808
227,1,4093.75
229,0,53.5769
229,1,4091.19
231,0,51.735
231,1,4091.68
233,0,56.1611
233,1,4092.57
235,0,54.9858
235,1,4092.13
237,0,53.8163
237,1,4092.62
239,0,56.7365
239,1,4092.87
241,0,54.2301
241,1,4091.52
243,0,55.5108
243,1,4092.57
245,0,52.6121
245,1,4092.3
247,0,53.8561
247,1,4092.12
249,0,52.5261
249,1,4091.32
251,0,55.1974
251,1,4091.2
253,0,54.5504
253,1,4092.34
255,0,54.341
255,1,4094.13
257,0,53.707
257,1,4092.01
259,0,55.6124
259,1,4091.53
261,0,51.9703
261,1,4091.89
263,0,53.4742
263,1,4091.26
265,0,54.0134
265,1,4091.89
267,0,54.2138
267,1,4092.59
269,0,55.216
269,1,4092.42
271,0,51.6076
271,1,4091.52
273,0,52.8645
273,1,4091.94
275,0,53.6595
275,1,4092.05
277,0,53.7417
277,1,4092.25
279,0,56.5587
279,1,4094.06
281,0,56.3383
281,1,4091.72
283,0,53.9645
283,1,4091.01
285,0,52.2485
285,1,4092.4
287,0,53.6497
287,1,4092.25
289,0,53.928
289,1,4093.23
291,0,54.6422
291,1,4091.73
293,0,51.6586
293,1,4092.52
295,0,54.1103
295,1,4094.71
297,0,52.7773
297,1,4092.6
299,0,53.9362
299,1,4091.81
301,0,53.4394
301,1,4091.83
303,0,53.8568
