iteration,fuseTest,fuseResult
1,0,51.3471
1,1,4092.59
3,0,53.3715
3,1,4094.77
5,0,54.1533
5,1,4092.9
7,0,51.9949
7,1,4093.03
9,0,54.761
9,1,4091.32
11,0,54.3743
11,1,4093.34
13,0,53.4411
13,1,4091.32
15,0,55.2734
15,1,4092.58
17,0,52.252
17,1,4091.66
19,0,53.1879
19,1,4092.31
21,0,53.9669
21,1,4093.92
23,0,55.3386
23,1,4092.02
25,0,54.3249
25,1,4092.25
27,0,54.0147
27,1,4091.39
29,0,52.486
29,1,4094.61
31,0,53.8879
31,1,4092.7
33,0,55.0746
33,1,4091.98
35,0,54.3674
35,1,4093.17
37,0,54.0384
37,1,4092.85
39,0,53.3671
39,1,4093.45
41,0,52.8196
41,1,4093.09
43,0,54.9398
43,1,4091.99
45,0,53.9639
45,1,4092.91
47,0,55.5085
47,1,4091.15
49,0,53.8035
49,1,4091.59
51,0,54.5329
51,1,4093.79
53,0,55.1734
53,1,4092.72
55,0,55.3087
55,1,4092.43
57,0,56.2141
57,1,4094.18
59,0,53.8001
59,1,4092.33
61,0,52.4676
61,1,4092.1
63,0,52.261
63,1,4091.57
65,0,53.5842
65,1,4091.5
67,0,54.6184
67,1,4094.1
69,0,54.5843
69,1,4091.75
71,0,54.5211
71,1,4092.61
73,0,54.3853
73,1,4094.74
75,0,52.5462
75,1,4093.85
77,0,53.2604
77,1,4092.11
79,0,55.1577
79,1,4091.72
81,0,52.3302
81,1,4092.71
83,0,53.7982
83,1,4091.21
85,0,54.655
85,1,4092.39
87,0,56.2753
87,1,4091.88
89,0,52.6727
89,1,4092.53
91,0,52.2165
91,1,4091.16
93,0,55.2647
93,1,4092.09
95,0,53.8332
95,1,4094.26
97,0,53.5992
97,1,4091.42
99,0,54.2563
99,1,4091.23
101,0,54.6711
101,1,4093.32
103,0,51.5834
103,1,4091.71
105,0,52.298
105,1,4094.03
107,0,53.4139
107,1,4092.39
109,0,53.6374
109,1,4093.35
111,0,56.7817
111,1,4091.49
113,0,54.3962
113,1,4091.64
115,0,54.908
115,1,4091.46
117,0,54.8407
117,1,4092.74
119,0,55.379
119,1,4093.93
121,0,54.4753
121,1,4092.89
123,0,56.6165
123,1,4091.07
125,0,53.825
125,1,4092.23
127,0,51.9857
127,1,4093.87
129,0,55.12
129,1,4092.55
131,0,54.3827
131,1,4091.27
133,0,54.1777
133,1,4091.1
135,0,54.4705
135,1,4093.15
137,0,54.5333
137,1,4091.99
139,0,53.5261
139,1,4091.98
141,0,55.2845
141,1,4091.64
143,0,53.6335
143,1,4092.46
145,0,53.5453
145,1,4092.5
147,0,53.0114
147,1,4093.75
149,0,53.9771
149,1,4093.13
151,0,53.2658
151,1,4091.78
153,0,53.5329
153,1,4091.47
155,0,54.7664
155,1,4091.62
157,0,56.226
157,1,4092.05
159,0,55.8553
159,1,4091.89
161,0,56.6246
161,1,4091.32
163,0,53.8707
163,1,4092.61
165,0,55.8599
165,1,4092.08
167,0,51.6936
167,1,4091.29
169,0,51.7459
169,1,4092.05
171,0,54.2407
171,1,4093.33
173,0,51.8322
173,1,4092.44
175,0,54.2029
175,1,4094.27
177,0,52.5265
177,1,4094.81
179,0,53.659
179,1,4091.31
181,0,54.3146
181,1,4092.88
183,0,56.6481
183,1,4092.2
185,0,55.296
185,1,4092.06
187,0,55.2119
187,1,4092.02
189,0,53.8373
189,1,4094.14
191,0,54.728
191,1,4091.92
193,0,51.9064
193,1,4092.12
195,0,56.7922
195,1,4093.41
197,0,53.9328
197,1,4092.49
199,0,52.828
199,1,4092.47
201,0,53.5796
201,1,4093.05
203,0,54.6144
203,1,4092.65
205,0,52.8677
205,1,4093.02
207,0,55.2031
207,1,4092.69
209,0,56.7481
209,1,4092.16
211,0,55.4471
211,1,4093.17
213,0,54.7255
213,1,4091.3
215,0,53.9688
215,1,4092.34
217,0,54.9134
217,1,4091.48
219,0,53.904
219,1,4091.97
221,0,55.1524
221,1,4092
223,0,53.3011
223,1,4092.44
225,0,53.3859
225,1,4091.34
227,0,53.7592
227,1,4093.03
229,0,54.0302
229,1,4092.41
231,0,52.0039
231,1,4092.99
233,0,54.1848
233,1,4094.3
235,0,52.9898
235,1,4092.83
237,0,55.6802
237,1,4092.39
239,0,55.5495
239,1,4092.1
241,0,53.5234
241,1,4093.71
243,0,53.4693
243,1,4091.53
245,0,52.7919
245,1,4092.35
247,0,53.6511
247,1,4092.31
249,0,54.3408
