iteration,fuseTest,fuseResult
1,0,53.7506
1,1,4092.16
3,0,52.0892
3,1,4092.25
5,0,54.1778
5,1,4092.06
7,0,52.333
7,1,4092.77
9,0,52.5902
9,1,4091.62
11,0,53.8424
11,1,4091.59
13,0,52.8431
13,1,4094.1
15,0,54.9382
15,1,4094.52
17,0,52.4442
17,1,4091.49
19,0,55.7317
19,1,4092
21,0,53.7162
21,1,4091.2
23,0,53.3568
23,1,4093.86
25,0,54.5925
25,1,4092.3
27,0,53.6154
27,1,4092
29,0,51.7185
29,1,4093.56
31,0,53.8511
31,1,4093.48
33,0,54.1178
33,1,4091.97
35,0,52.9385
35,1,4092
37,0,53.3373
37,1,4094.69
39,0,54.0163
39,1,4093.51
41,0,53.3707
41,1,4092.29
43,0,54.0553
43,1,4091.6
45,0,53.7423
45,1,4092.97
47,0,53.2977
47,1,4093.82
49,0,53.7034
49,1,4092.12
51,0,53.2755
51,1,4091.9
53,0,56.8349
53,1,4093.02
55,0,53.5524
55,1,4093.15
57,0,55.307
57,1,4092.17
59,0,53.2894
59,1,4091.81
61,0,53.931
61,1,4091.45
63,0,51.2308
63,1,4092.32
65,0,53.7733
65,1,4094.03
67,0,52.2925
67,1,4091.18
69,0,53.8594
69,1,4091.9
71,0,53.544
71,1,4091.14
73,0,54.9692
73,1,4091.57
75,0,52.3846
75,1,4091.68
77,0,51.8334
77,1,4093.34
79,0,53.5921
79,1,4093
81,0,52.0481
81,1,4092.3
83,0,54.1536
83,1,4092.48
85,0,54.0614
85,1,4092.4
87,0,52.1795
87,1,4093.66
89,0,54.6739
89,1,4093.14
91,0,55.952
91,1,4092.17
93,0,51.3897
93,1,4091.87
95,0,55.8291
95,1,4094.48
97,0,55.7403
97,1,4094.68
99,0,53.5698
99,1,4091.16
101,0,54.4545
101,1,4092.99
103,0,55.6896
103,1,4093.36
105,0,56.2767
105,1,4094.47
107,0,56.9598
107,1,4091.4
109,0,54.4147
109,1,4091.08
111,0,53.9032
111,1,4093.1
113,0,55.8176
113,1,4092.23
115,0,52.8582
115,1,4091.65
117,0,52.8568
117,1,4093.6
119,0,52.6646
119,1,4094.77
121,0,56.0509
121,1,4092.45
123,0,54.2452
123,1,4092.4
125,0,53.4333
125,1,4091.79
127,0,56.1662
127,1,4092.62
129,0,52.0749
129,1,4092.13
131,0,53.4557
131,1,4092.06
133,0,53.5777
133,1,4092.1
135,0,54.2653
135,1,4093.5
137,0,54.0718
137,1,4093.3
139,0,54.1606
139,1,4093.16
141,0,55.3297
141,1,4092.72
143,0,53.3785
143,1,4092.74
145,0,56.4556
145,1,4092.65
147,0,53.9433
147,1,4093.03
149,0,53.7572
149,1,4091.39
151,0,54.4089
151,1,4091.97
153,0,54.7124
153,1,4091.68
155,0,51.3954
155,1,4091.52
157,0,55.8146
157,1,4092.53
159,0,53.9577
159,1,4091.21
161,0,52.0839
161,1,4092.24
163,0,53.7691
163,1,4091.23
165,0,53.4753
165,1,4092.07
167,0,55.8696
167,1,4091.93
169,0,55.3069
169,1,4092.35
171,0,55.3529
171,1,4093.08
173,0,53.404
173,1,4092.32
175,0,52.9944
175,1,4092.58
177,0,52.1989
177,1,4093.63
179,0,54.6517
179,1,4092.53
181,0,54.0729
181,1,4092.85
183,0,53.6672
183,1,4092.67
185,0,54.8931
185,1,4094.33
187,0,54.2588
187,1,4092.04
189,0,52.4637
189,1,4092.73
191,0,55.441
191,1,4094.58
193,0,54.745
193,1,4092.7
195,0,55.2002
195,1,4092.99
197,0,53.9777
197,1,4092.03
199,0,52.2806
199,1,4092.09
201,0,51.5993
201,1,4092.38
203,0,52.7183
203,1,4092.15
205,0,54.881
205,1,4093.12
207,0,54.2355
207,1,4091.87
209,0,52.6002
209,1,4091.75
211,0,55.093
211,1,4091.78
213,0,51.1344
213,1,4094.06
215,0,54.423
215,1,4092.02
217,0,52.4475
217,1,4092.42
219,0,54.4567
219,1,4094.26
221,0,55.207
221,1,4091.92
223,0,53.4699
223,1,4092.34
225,0,54.0538
225,1,4091.16
227,0,54.9808
227,1,4093.37
229,0,54.8257
229,1,4093.2
231,0,55.7688
231,1,4092
233,0,54.3135
233,1,4092.96
235,0,53.9748
235,1,4092
237,0,53.8557
237,1,4091.89
239,0,54.8939
239,1,4092.05
241,0,55.8728
241,1,4092.18
243,0,56.8917
243,1,4091.87
245,0,52.778
245,1,4091.63
247,0,51.8738
247,1,4091.72
249,0,52.7953
249,1,4093.87
251,0,54.1383
251,1,4093.16
253,0,55.8424
253,1,4092.34
255,0,54.6152
255,1,4091.41
257,0,52.455
257,1,4092.56
259,0,54.2683
259,1,4093.18
261,0,54.2159
261,1,4093.33
263,0,54.4594
263,1,4091.32
265,0,53.7113
265,1,4093.29
267,0,51.7217
267,1,4094.01
269,0,53.4695
269,1,4094.24
271,0,54.376
271,1,4091.72
273,0,54.0229
273,1,4091.16
275,0,53.3159
275,1,4093.65
277,0,51.3566
277,1,4091.93
279,0,53.8701
279,1,4091.73
281,0,52.9229
281,1,4092.09
283,0,54.9838
283,1,4092.16
285,0,56.3032
285,1,4092.28
287,0,53.817
287,1,4092.19
289,0,53.9416
289,1,4091.75
291,0,52.7247
291,1,4092.01
293,0,53.9719
293,1,4091.43
295,0,52.1109
295,1,4092.08
297,0,53.0811
297,1,4093.14
299,0,53.0295
299,1,4092.21
301,0,51.3043
301,1,4093.93
303,0,52.0043
303,1,4091.9
305,0,53.0349
305,1,4091.37
307,0,51.4362
307,1,4092.5
309,0,53.3491
309,1,4091.91
311,0,55.2406
311,1,4093.4
313,0,53.8625
313,1,4091.85
315,0,54.7056
315,1,4092
317,0,55.9582
317,1,4092.04
319,0,54.6303
319,1,4091.92
321,0,53.92
321,1,4092.92
323,0,53.0454
323,1,4093.65
325,0,54.9093
325,1,4093.87
327,0,54.3104
327,1,4091.71
329,0,54.136
329,1,4091.98
331,0,53.644
331,1,4091.32
333,0,54.8765
333,1,4091.1
335,0,55.0638
335,1,4093.31
337,0,52.6575
337,1,4091.52
339,0,53.9434
339,1,4093.56
341,0,56.8056
341,1,4091.13
343,0,51.994
343,1,4091.94
345,0,54.5295
345,1,4094.93
347,0,54.1454
347,1,4093.22
349,0,52.619
349,1,4091.88
351,0,52.8067
351,1,4092.16
353,0,52.3425
353,1,4093.1
355,0,54.6217
355,1,4091.37
357,0,53.1084
357,1,4091.88
359,0,53.9964
359,1,4093.35
361,0,52.7599
361,1,4093.88
363,0,55.5043
363,1,4092.12
365,0,54.0361
365,1,4092.18
367,0,51.2407
367,1,4092.19
369,0,53.0981
369,1,4091.31
371,0,53.9781
371,1,4091.01
373,0,52.6212
373,1,4094.47
375,0,53.7456
375,1,4093.59
377,0,55.302
377,1,4092
379,0,53.8651
379,1,4091.76
381,0,53.1792
381,1,4092.1
383,0,56.5689
383,1,4092.64
385,0,53.2835
385,1,4091.97
387,0,52.6483
387,1,4091.4
389,0,52.0722
389,1,4092.12
391,0,51.9323
391,1,4092.93
393,0,53.0788
393,1,4093.17
395,0,54.9978
395,1,4092.65
397,0,52.197
397,1,4092.34
399,0,53.791
399,1,4091.01
401,0,52.3555
401,1,4091.88
403,0,53.6888
403,1,4092.28
405,0,53.8045
405,1,4091.96
407,0,55.5841
407,1,4092.51
409,0,55.4009
409,1,4092.47
411,0,55.1222
411,1,4091.38
413,0,53.898
413,1,4091.95
415,0,54.0038
415,1,4091.58
417,0,53.89
417,1,4092.34
419,0,51.1245
419,1,4092.3
421,0,52.6433
421,1,4091.89
423,0,55.1843
423,1,4092.42
425,0,51.3304
425,1,4091.66
427,0,54.437
427,1,4092.22
429,0,56.0754
429,1,4092.07
431,0,53.3429
431,1,4092.42
433,0,53.5103
433,1,4093.75
435,0,53.0063
435,1,4093.19
437,0,55.9147
437,1,4091.07
439,0,52.1475
439,1,4091.38
441,0,53.9068
441,1,4093.98
443,0,53.0112
443,1,4092.63
445,0,54.1095
445,1,4092.22
447,0,55.8274
447,1,4093.07
449,0,54.129
449,1,4093.02
451,0,54.1422
451,1,4092.39
453,0,52.0933
453,1,4092.38
455,0,51.826
455,1,4092
457,0,53.282
457,1,4092.36
459,0,54.7792
459,1,4091.7
461,0,54.1991
461,1,4094.25
463,0,54.4656
463,1,4092.15
465,0,55.4322
465,1,4092.93
467,0,54.3347
467,1,4092.64
469,0,55.1675
469,1,4092.74
471,0,54.6352
471,1,4091.61
473,0,51.8093
473,1,4091.97
475,0,53.4126
475,1,4093.15
477,0,54.3326
477,1,4092.7
479,0,54.7492
479,1,4091.98
481,0,55.1299
481,1,4091.07
483,0,53.508
483,1,4091.87
485,0,54.5752
485,1,4092.62
487,0,53.3038
487,1,4091.44
489,0,51.0522
489,1,4092.25
491,0,53.995
491,1,4093.3
493,0,53.8523
493,1,4092.85
495,0,54.6786
495,1,4094.62
497,0,52.9075
497,1,4093.9
499,0,53.9932
499,1,4091.18
501,0,55.0165
501,1,4091.98
503,0,53.368
503,1,4093.21
505,0,54.0745
505,1,4092.23
507,0,53.2647
507,1,4091.83
509,0,54.6503
509,1,4092.18
511,0,51.9758
511,1,4091.26
513,0,53.6411
513,1,4092.05
515,0,52.6823
515,1,4091.52
517,0,55.6009
