name,faultModeId,countBetweenFailures
UC_Diag,-1,50
Flash_Diag,-1,50
DZ_Diag,-1,50
R_Diag,-1,50
DC_DC_Diag,-1,50
PCB_CC1_Diag,-1,50
PCB_CC2_Diag,-1,50
PCB_CC3_Diag,-1,50
R1_Sys,-1,50
OC1_Sys,-1,50
R2_Sys,-1,50
OC2_Sys,-1,50
R3_Sys,-1,50
OC3_Sys,-1,50
D_Sys,-1,50
K_Sys,-1,50
OR_Sys,-1,50
Q_Sys,-1,50
R4_Sys,-1,50
F_Sys,-1,50
UC_Sys,-1,50
Flash_Sys,-1,50
DC_DC_Sys,-1,50
PCB_CC1_Sys,-1,50
PCB_CC2_Sys,-1,50
PCB_CC3_Sys,-1,50
PCB_CC4_Sys,-1,50
PCB_CC5_Sys,-1,50
PCB_CC6_Sys,-1,50
PCB_CC7_Sys,-1,50
