iteration,fuseTest,fuseResult
1,0,54.0997
1,1,4091.59
3,0,52.2065
3,1,4092.18
5,0,53.6425
5,1,4092.68
7,0,53.214
7,1,4091.01
9,0,56.1901
9,1,4091.04
11,0,53.4744
11,1,4091.88
13,0,55.6449
13,1,4093.89
15,0,53.8962
15,1,4092.13
17,0,54.0305
17,1,4091.08
19,0,54.4421
19,1,4094.42
21,0,52.7317
21,1,4091.77
23,0,53.5434
23,1,4093.91
25,0,55.202
25,1,4092.01
27,0,53.9106
27,1,4091.34
29,0,54.5883
29,1,4091.99
31,0,55.04
31,1,4094.31
33,0,53.5777
33,1,4091.89
35,0,51.7852
35,1,4093.12
37,0,53.0945
37,1,4092.08
39,0,54.808
39,1,4094.38
41,0,53.3547
41,1,4092.03
43,0,53.4962
43,1,4091.5
45,0,52.8576
45,1,4092.32
47,0,56.4935
47,1,4092.12
49,0,53.6706
49,1,4093.54
51,0,55.0372
51,1,4094.51
53,0,53.2943
53,1,4092.96
55,0,54.7931
55,1,4091.44
57,0,52.6407
57,1,4093.21
59,0,56.6632
59,1,4092.59
61,0,54.2227
61,1,4091.77
63,0,52.5529
63,1,4093.26
65,0,55.4125
65,1,4093.88
67,0,56.5146
67,1,4092.49
69,0,53.1989
69,1,4091.99
71,0,52.0156
71,1,4091.96
73,0,54.9147
73,1,4091.69
75,0,54.293
75,1,4091.57
77,0,54.3466
77,1,4091.41
79,0,54.4188
79,1,4091.95
81,0,53.7045
81,1,4091.97
83,0,56.7069
83,1,4093.04
85,0,53.2033
85,1,4092.11
87,0,54.0899
87,1,4093.13
89,0,53.8659
89,1,4091.21
91,0,51.4303
91,1,4092.93
93,0,54.8809
93,1,4092.13
95,0,54.0623
95,1,4092.33
97,0,53.5286
97,1,4092.15
99,0,51.0838
99,1,4091.59
101,0,55.1499
101,1,4091.13
103,0,56.3319
103,1,4091.78
105,0,54.1174
105,1,4092.25
107,0,53.4821
107,1,4091.53
109,0,53.0607
109,1,4093.97
111,0,53.2598
111,1,4091.99
113,0,56.8758
113,1,4093.92
115,0,52.4581
115,1,4091.7
117,0,53.355
117,1,4091.38
119,0,54.1362
119,1,4093.17
121,0,55.1022
121,1,4092.5
123,0,51.7384
123,1,4092.48
125,0,53.8315
125,1,4093.35
127,0,54.671
127,1,4091.38
129,0,53.0682
129,1,4093.15
131,0,54.5907
131,1,4092.9
133,0,53.7776
133,1,4091.69
135,0,54.2988
135,1,4091.3
137,0,54.0707
137,1,4092.74
139,0,53.9386
139,1,4091.96
141,0,55.168
141,1,4091.83
143,0,54.8426
143,1,4092.21
145,0,54.9808
145,1,4092.6
147,0,54.2993
147,1,4092.29
149,0,51.8613
149,1,4092.41
151,0,54.149
151,1,4092.25
153,0,54.0425
153,1,4092.03
155,0,51.9862
155,1,4091.52
157,0,54.1076
157,1,4091.6
159,0,53.0217
159,1,4092.69
161,0,52.1543
161,1,4091.51
163,0,53.8812
163,1,4093.57
165,0,54.3997
165,1,4092.6
167,0,55.4189
167,1,4093.62
169,0,54.3774
169,1,4091.82
171,0,53.0523
171,1,4093.72
173,0,54.8569
173,1,4092.19
175,0,53.445
175,1,4093.32
177,0,54.4194
177,1,4094.34
179,0,54.9122
179,1,4094.06
181,0,56.3829
181,1,4092.46
183,0,53.9998
183,1,4093.32
185,0,54.8517
185,1,4091.23
187,0,51.125
187,1,4092.94
189,0,56.6894
189,1,4092.23
191,0,54.737
191,1,4092.39
193,0,54.2982
193,1,4093.87
195,0,53.2188
195,1,4092.35
197,0,52.9371
197,1,4094.62
199,0,55.5659
199,1,4091.69
201,0,54.2727
201,1,4093.45
203,0,55.831
203,1,4093.02
205,0,51.9409
205,1,4092.5
207,0,55.1293
207,1,4091.03
209,0,54.0885
209,1,4092.06
211,0,53.9357
211,1,4094.02
213,0,52.1122
213,1,4093.45
215,0,54.8659
215,1,4091.57
217,0,54.099
217,1,4091.62
219,0,53.2644
219,1,4093.51
221,0,52.7759
221,1,4092.52
223,0,55.3756
223,1,4093.74
225,0,51.9646
225,1,4092.57
227,0,54.6164
227,1,4092.48
229,0,55.1005
229,1,4091.85
231,0,53.9898
231,1,4093.49
233,0,54.71
233,1,4094.84
235,0,53.0433
235,1,4092.12
237,0,56.5066
237,1,4093.74
239,0,56.0904
239,1,4093.7
241,0,51.764
241,1,4091.71
243,0,53.2717
243,1,4094.31
245,0,55.2634
245,1,4094.68
247,0,53.4864
247,1,4091.54
249,0,53.6091
249,1,4092.04
251,0,54.2937
251,1,4093.91
253,0,55.6006
253,1,4092.64
255,0,53.9675
255,1,4094.57
257,0,56.0044
257,1,4092.35
259,0,51.5642
259,1,4092.24
261,0,53.8515
261,1,4091.28
263,0,53.989
263,1,4094.58
265,0,53.5214
265,1,4091.77
267,0,54.7226
267,1,4094.72
269,0,56.304
269,1,4091.67
271,0,54.0195
271,1,4092.17
273,0,53.6526
273,1,4092.36
275,0,54.5092
275,1,4091.82
277,0,53.5425
277,1,4091.54
279,0,53.769
279,1,4092.21
281,0,55.3004
281,1,4093.24
283,0,54.8083
283,1,4093.07
285,0,53.0768
285,1,4091.77
287,0,55.2934
287,1,4092.86
289,0,54.0266
289,1,4092.03
291,0,55.467
291,1,4092.56
293,0,55.4826
293,1,4092.45
295,0,52.3037
295,1,4092.57
297,0,51.1476
297,1,4092.34
299,0,54.7936
299,1,4092.73
301,0,52.9321
301,1,4094.24
303,0,52.4568
303,1,4091.64
305,0,52.0224
305,1,4093.83
307,0,55.021
307,1,4094.01
309,0,52.6693
309,1,4091.39
311,0,53.6324
311,1,4092
313,0,53.9853
313,1,4092.67
315,0,54.4489
315,1,4091.45
317,0,52.5242
317,1,4091.97
319,0,54.4352
319,1,4091.97
321,0,52.2502
321,1,4094.09
323,0,53.8324
323,1,4093.91
325,0,54.5577
325,1,4091.38
327,0,54.4096
327,1,4091.46
329,0,52.7047
329,1,4092.8
331,0,55.9182
331,1,4092.84
333,0,55.5614
333,1,4092.98
335,0,54.3587
335,1,4091.16
337,0,53.0485
337,1,4091.91
339,0,52.2097
339,1,4093.63
341,0,51.846
341,1,4091.69
343,0,53.0174
343,1,4093.49
345,0,53.478
345,1,4091.72
347,0,54.0615
347,1,4091.96
349,0,53.5803
349,1,4091.28
351,0,53.6961
351,1,4091.7
353,0,54.3916
353,1,4091.71
355,0,54.4807
355,1,4092.52
357,0,55.918
357,1,4091.99
359,0,51.1072
359,1,4093.92
361,0,55.2671
361,1,4093.02
363,0,54.2414
363,1,4093.72
365,0,55.3079
365,1,4093.42
367,0,53.6257
367,1,4091.39
369,0,54.6595
369,1,4092.2
371,0,55.6398
371,1,4094.26
373,0,53.3157
373,1,4093.45
375,0,52.9942
375,1,4092.45
377,0,53.6859
377,1,4091.57
379,0,54.5423
379,1,4092.55
381,0,53.8383
381,1,4092.17
383,0,52.8925
383,1,4094.2
385,0,53.9549
385,1,4092
387,0,53.8315
387,1,4091.29
389,0,52.9455
389,1,4092.02
391,0,53.8391
391,1,4093.73
393,0,54.7546
393,1,4091.96
395,0,53.2745
395,1,4092.45
397,0,54.3077
397,1,4092.77
399,0,53.8491
399,1,4094.48
401,0,51.5196
401,1,4093.01
403,0,53.8776
403,1,4093.47
405,0,53.9626
405,1,4092.07
407,0,51.4472
407,1,4092.11
