iteration,fuseTest,fuseResult
1,0,53.9107
1,1,4091.09
3,0,53.7967
3,1,4093.6
5,0,54.9961
5,1,4094.55
7,0,54.9015
7,1,4092.93
9,0,53.9215
9,1,4094.61
11,0,54.1896
11,1,4092.24
13,0,52.4575
13,1,4092.2
15,0,52.9572
15,1,4094.01
17,0,52.4705
17,1,4091.89
19,0,55.783
19,1,4093.62
21,0,56.1075
21,1,4092.45
23,0,52.667
23,1,4091.15
25,0,53.975
25,1,4091.72
27,0,53.0421
27,1,4092.3
29,0,54.9551
29,1,4091.45
31,0,54.0003
31,1,4094.65
33,0,56.3982
33,1,4092.29
35,0,54.9375
35,1,4092.12
37,0,54.0941
37,1,4091.4
39,0,54.2444
39,1,4093.06
41,0,54.376
41,1,4093.27
43,0,53.234
43,1,4092.78
45,0,55.8755
45,1,4091.95
47,0,53.6492
47,1,4094.25
49,0,54.5968
49,1,4093.66
51,0,53.1753
51,1,4092.99
53,0,52.0682
53,1,4092.15
55,0,53.9906
55,1,4093.95
57,0,53.8674
57,1,4091.82
59,0,54.0713
59,1,4091.67
61,0,54.678
61,1,4092.47
63,0,51.2453
63,1,4092.39
65,0,53.0098
65,1,4094.99
67,0,52.8333
67,1,4091.6
69,0,54.0276
69,1,4091.49
71,0,53.8863
71,1,4091.97
73,0,53.8013
73,1,4093.3
75,0,55.0465
75,1,4093.3
77,0,51.3492
77,1,4091.13
79,0,53.0833
79,1,4091.93
81,0,55.0847
81,1,4093.07
83,0,53.9229
83,1,4091.5
85,0,53.2636
85,1,4093.04
87,0,53.855
87,1,4092.37
89,0,54.0298
89,1,4091.6
91,0,53.5725
91,1,4091.41
93,0,54.2252
93,1,4092.06
95,0,53.7242
95,1,4091.75
97,0,51.7936
97,1,4093.62
99,0,51.6269
99,1,4092.19
101,0,53.8772
101,1,4092.01
103,0,52.0108
103,1,4091.81
105,0,51.6391
105,1,4092.48
107,0,53.6658
107,1,4091.59
109,0,53.3892
109,1,4092.11
111,0,53.0474
111,1,4093.62
113,0,53.8582
113,1,4091.98
115,0,52.8184
115,1,4091.95
117,0,53.9675
117,1,4092.22
119,0,56.0715
119,1,4092.69
121,0,55.6717
121,1,4092
123,0,52.0195
123,1,4092.03
125,0,55.0798
125,1,4093.6
127,0,55.1958
127,1,4092.35
129,0,51.8379
129,1,4092.48
131,0,56.006
131,1,4091.5
133,0,55.2995
133,1,4093.42
135,0,53.2312
135,1,4091.45
137,0,55.5221
137,1,4092.62
139,0,54.6167
139,1,4092.63
141,0,54.4107
141,1,4092.1
143,0,54.0797
143,1,4092.39
145,0,53.68
145,1,4091.13
147,0,54.0967
147,1,4092.6
149,0,55.3369
149,1,4091.31
151,0,56.6281
151,1,4092.24
153,0,53.9774
153,1,4092.28
155,0,54.2563
155,1,4091.97
157,0,55.7555
157,1,4093.05
159,0,54.1772
159,1,4092.05
161,0,53.9405
161,1,4092.38
163,0,54.0241
163,1,4094.49
165,0,54.6368
165,1,4091.79
167,0,54.9116
167,1,4092.96
169,0,53.9883
169,1,4092.13
171,0,51.6345
171,1,4091.79
173,0,52.3725
173,1,4091.33
175,0,56.6071
175,1,4093.5
177,0,54.0189
177,1,4092.03
179,0,53.8531
179,1,4091.26
181,0,54.2134
181,1,4092.06
183,0,54.1945
183,1,4091.98
185,0,55.1274
185,1,4091.88
187,0,53.9995
187,1,4092.5
189,0,52.9145
189,1,4092.09
191,0,53.8472
191,1,4091.84
193,0,54.8126
193,1,4093.82
195,0,52.9757
195,1,4091.83
197,0,53.8827
197,1,4092.29
199,0,55.8098
199,1,4092.78
201,0,53.6782
201,1,4093.51
203,0,52.4076
203,1,4091.39
205,0,54.4062
205,1,4093.26
207,0,53.9331
207,1,4092.2
209,0,55.0262
209,1,4091.28
211,0,54.0361
211,1,4092.35
213,0,51.9785
213,1,4092.25
215,0,52.7574
215,1,4091.06
217,0,54.888
217,1,4091.8
219,0,51.86
219,1,4093.95
221,0,54.8055
221,1,4092.15
223,0,55.5818
223,1,4091.1
225,0,54.2842
225,1,4091.46
227,0,51.4427
227,1,4091.57
229,0,54.403
229,1,4091.97
231,0,56.0975
231,1,4092.23
233,0,55.002
233,1,4091.97
235,0,53.5485
235,1,4091.1
237,0,55.5839
237,1,4091.99
239,0,54.625
239,1,4091.43
241,0,54.4566
241,1,4092.86
243,0,53.95
243,1,4091.72
245,0,55.7335
245,1,4092.73
247,0,53.7417
247,1,4091.86
249,0,53.3438
249,1,4092.86
251,0,56.2383
251,1,4094.69
253,0,51.5168
253,1,4093.94
255,0,51.8138
255,1,4092.63
257,0,53.688
257,1,4092.46
259,0,52.4754
259,1,4093.89
261,0,53.9641
261,1,4092.16
263,0,54.6906
263,1,4093.05
265,0,53.7633
265,1,4091.8
267,0,55.3945
267,1,4092.02
269,0,51.6382
269,1,4091.95
271,0,55.5824
271,1,4092.47
273,0,51.7613
273,1,4092.86
275,0,53.8135
275,1,4093.79
277,0,54.0083
277,1,4091.6
279,0,56.6008
279,1,4091.54
281,0,54.0288
281,1,4091.49
283,0,53.2489
283,1,4092.57
285,0,53.7358
285,1,4093.24
287,0,52.7088
287,1,4094.9
289,0,54.1437
289,1,4091.98
291,0,53.8407
291,1,4092.54
293,0,52.7271
293,1,4093.6
295,0,53.9126
295,1,4092.85
297,0,52.5657
297,1,4092.18
299,0,53.5887
299,1,4093.97
301,0,54.8817
301,1,4091.8
303,0,56.3571
303,1,4091.91
305,0,56.2562
305,1,4093.96
307,0,55.399
307,1,4092.58
309,0,54.3381
309,1,4093.26
311,0,51.2563
311,1,4092.36
313,0,52.0284
313,1,4092.37
315,0,53.9602
315,1,4091.37
317,0,53.153
317,1,4092.09
319,0,53.9243
319,1,4091.9
321,0,54.8022
321,1,4092.77
323,0,52.9074
323,1,4092.04
325,0,51.6479
325,1,4092
327,0,55.7408
327,1,4092.3
329,0,54.6981
329,1,4091.88
331,0,55.5087
331,1,4091.39
333,0,52.5292
333,1,4094.82
335,0,52.5726
335,1,4092.51
337,0,56.3391
337,1,4091.29
339,0,52.1098
339,1,4091.33
341,0,53.668
341,1,4093.1
343,0,56.6511
343,1,4091.99
345,0,56.6378
345,1,4092.35
347,0,53.629
347,1,4092.12
349,0,54.6112
349,1,4092.54
351,0,54.4915
351,1,4092.83
353,0,53.9268
353,1,4092.01
355,0,52.0901
355,1,4091.51
357,0,54.0501
357,1,4091.67
359,0,54.0955
359,1,4094.83
361,0,52.7067
361,1,4091.6
363,0,55.9957
363,1,4091.99
365,0,51.1557
365,1,4093.39
367,0,53.3725
367,1,4092.99
369,0,54.3074
369,1,4092.27
371,0,54.8115
371,1,4093.51
373,0,54.0179
373,1,4092.56
375,0,55.3436
375,1,4094.27
377,0,53.6641
377,1,4091.93
379,0,54.3778
379,1,4091.84
381,0,52.8479
381,1,4091.93
383,0,54.0197
383,1,4093.35
385,0,54.2864
385,1,4091.99
387,0,54.6836
387,1,4093.79
389,0,54.9031
389,1,4091.67
391,0,51.2945
391,1,4092.65
393,0,54.0547
393,1,4092.11
395,0,56.0573
395,1,4093.15
397,0,52.4107
397,1,4091.88
399,0,53.4956
399,1,4093.06
401,0,55.8816
401,1,4094.93
403,0,53.8067
403,1,4091.84
405,0,53.519
405,1,4093.57
407,0,52.0295
407,1,4092.45
409,0,54.6367
409,1,4092.06
411,0,55.4216
411,1,4092.67
413,0,53.241
413,1,4091.35
415,0,54.7699
415,1,4091.12
417,0,54.5926
417,1,4091.6
419,0,53.8613
419,1,4091.37
421,0,54.1888
421,1,4091.28
423,0,54.2609
423,1,4093.92
425,0,54.5457
425,1,4093.58
427,0,54.0988
