1.0000000000000000e+00,0.0000000000000000e+00,5.2558615253962614e+01
1.0000000000000000e+00,1.0000000000000000e+00,4.0924330576793491e+03
3.0000000000000000e+00,0.0000000000000000e+00,5.4207361013775447e+01
3.0000000000000000e+00,1.0000000000000000e+00,4.0918395917345770e+03
5.0000000000000000e+00,0.0000000000000000e+00,5.6138365016551269e+01
5.0000000000000000e+00,1.0000000000000000e+00,4.0945327630167017e+03
7.0000000000000000e+00,0.0000000000000000e+00,5.3994929472499919e+01
7.0000000000000000e+00,1.0000000000000000e+00,4.0913817810510882e+03
9.0000000000000000e+00,0.0000000000000000e+00,5.1185796978721378e+01
9.0000000000000000e+00,1.0000000000000000e+00,4.0934156024655249e+03
1.1000000000000000e+01,0.0000000000000000e+00,5.2857363234333256e+01
1.1000000000000000e+01,1.0000000000000000e+00,4.0926171252571212e+03
1.3000000000000000e+01,0.0000000000000000e+00,5.2201502742801203e+01
1.3000000000000000e+01,1.0000000000000000e+00,4.0913946338075716e+03
1.5000000000000000e+01,0.0000000000000000e+00,5.3600996672687060e+01
1.5000000000000000e+01,1.0000000000000000e+00,4.0918897335300398e+03
1.7000000000000000e+01,0.0000000000000000e+00,5.4185373237620183e+01
1.7000000000000000e+01,1.0000000000000000e+00,4.0922235992115875e+03
1.9000000000000000e+01,0.0000000000000000e+00,5.3861459158452796e+01
1.9000000000000000e+01,1.0000000000000000e+00,4.0920311525432849e+03
2.1000000000000000e+01,0.0000000000000000e+00,5.5128546049433432e+01
2.1000000000000000e+01,1.0000000000000000e+00,4.0919992161320342e+03
2.3000000000000000e+01,0.0000000000000000e+00,5.1293846907959384e+01
2.3000000000000000e+01,1.0000000000000000e+00,4.0910050188489963e+03
2.5000000000000000e+01,0.0000000000000000e+00,5.3265098367157137e+01
2.5000000000000000e+01,1.0000000000000000e+00,4.0919576233028420e+03
2.7000000000000000e+01,0.0000000000000000e+00,5.4539434927289911e+01
2.7000000000000000e+01,1.0000000000000000e+00,4.0919610985780305e+03
2.9000000000000000e+01,0.0000000000000000e+00,5.3703072162571488e+01
2.9000000000000000e+01,1.0000000000000000e+00,4.0910426001269402e+03
3.1000000000000000e+01,0.0000000000000000e+00,5.4904369428353533e+01
3.1000000000000000e+01,1.0000000000000000e+00,4.0920388247203518e+03
3.3000000000000000e+01,0.0000000000000000e+00,5.2551702371163742e+01
3.3000000000000000e+01,1.0000000000000000e+00,4.0928765367322476e+03
3.5000000000000000e+01,0.0000000000000000e+00,5.3948929404456230e+01
3.5000000000000000e+01,1.0000000000000000e+00,4.0915985406715913e+03
3.7000000000000000e+01,0.0000000000000000e+00,5.4733771736772006e+01
3.7000000000000000e+01,1.0000000000000000e+00,4.0920752314962920e+03
3.9000000000000000e+01,0.0000000000000000e+00,5.4216515433894635e+01
3.9000000000000000e+01,1.0000000000000000e+00,4.0935562165238257e+03
4.1000000000000000e+01,0.0000000000000000e+00,5.5375406169427073e+01
4.1000000000000000e+01,1.0000000000000000e+00,4.0921075052528154e+03
4.3000000000000000e+01,0.0000000000000000e+00,5.3240097404112440e+01
4.3000000000000000e+01,1.0000000000000000e+00,4.0919150117683726e+03
4.5000000000000000e+01,0.0000000000000000e+00,5.3687733637111705e+01
4.5000000000000000e+01,1.0000000000000000e+00,4.0941787964100508e+03
4.7000000000000000e+01,0.0000000000000000e+00,5.2682438834531062e+01
4.7000000000000000e+01,1.0000000000000000e+00,4.0915101988325528e+03
4.9000000000000000e+01,0.0000000000000000e+00,5.6407532555915715e+01
4.9000000000000000e+01,1.0000000000000000e+00,4.0923106777181915e+03
5.1000000000000000e+01,0.0000000000000000e+00,5.4546577386630780e+01
5.1000000000000000e+01,1.0000000000000000e+00,4.0932000008585073e+03
5.3000000000000000e+01,0.0000000000000000e+00,5.3846506038143524e+01
5.3000000000000000e+01,1.0000000000000000e+00,4.0923271463007513e+03
5.5000000000000000e+01,0.0000000000000000e+00,5.4058469916744571e+01
5.5000000000000000e+01,1.0000000000000000e+00,4.0913940445550215e+03
5.7000000000000000e+01,0.0000000000000000e+00,5.4126949968252390e+01
5.7000000000000000e+01,1.0000000000000000e+00,4.0926184190325525e+03
5.9000000000000000e+01,0.0000000000000000e+00,5.3461224941172112e+01
5.9000000000000000e+01,1.0000000000000000e+00,4.0913247478843891e+03
6.1000000000000000e+01,0.0000000000000000e+00,5.4367828611252605e+01
6.1000000000000000e+01,1.0000000000000000e+00,4.0911760799737849e+03
6.3000000000000000e+01,0.0000000000000000e+00,5.3919008026489330e+01
6.3000000000000000e+01,1.0000000000000000e+00,4.0921052738541562e+03
6.5000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00
6.5000000000000000e+01,1.0000000000000000e+00,3.8056551620864120e+03
6.7000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00
6.7000000000000000e+01,1.0000000000000000e+00,3.8019143837264255e+03
6.9000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00
6.9000000000000000e+01,1.0000000000000000e+00,3.8057460399638348e+03
