name,faultModeId,countBetweenFailures
UC_Diag,-1,0
Flash_Diag,-1,0
R1_Diag,-1,0
OC_Diag,-1,0
R2_Diag,-1,0
DC_DC_Diag,-1,0
R1_Sys,-1,0
OC1_Sys,-1,0
R2_Sys,-1,0
OC2_Sys,-1,0
R3_Sys,-1,0
OC3_Sys,-1,0
D_Sys,-1,0
K_Sys,-1,0
OR_Sys,-1,0
Q_Sys,-1,0
R4_Sys,-1,0
F_Sys,-1,0
DZ_Sys,-1,0
R5_Sys,-1,0
UC_Sys,-1,0
Flash_Sys,-1,0
DC_DC_Sys,-1,0
C_Sys,-1,0
