iteration,numPointsCluster1,numPointsCluster2
564,50,50
566,50,50
568,50,50
570,50,50
572,50,50
574,50,50
576,50,50
578,50,50
580,50,50
582,50,50
584,50,50
586,50,50
588,50,50
590,50,50
592,50,50
594,50,50
596,50,50
598,50,50
600,50,50
602,50,50
604,50,50
606,50,50
608,50,50
610,50,50
612,50,50
614,50,50
616,50,50
618,50,50
620,50,50
622,50,50
624,50,50
626,50,50
628,50,50
630,50,50
632,50,50
634,50,50
636,50,50
638,50,50
640,50,50
642,50,50
644,50,50
646,50,50
648,50,50
650,50,50
652,50,50
654,50,50
656,50,50
658,50,50
660,50,50
662,50,50
664,50,50
666,50,50
668,50,50
670,50,50
672,50,50
674,50,50
676,50,50
678,50,50
680,50,50
682,50,50
684,50,50
686,50,50
688,50,50
690,50,50
692,50,50
694,50,50
696,50,50
698,50,50
700,50,50
702,50,50
704,50,50
706,50,50
708,50,50
710,50,50
712,50,50
714,50,50
716,50,50
718,50,50
720,50,50
722,50,50
724,50,50
726,50,50
728,50,50
730,50,50
732,50,50
734,50,50
736,50,50
738,50,50
740,50,50
742,50,50
744,50,50
746,50,50
748,50,50
750,50,50
752,50,50
754,50,50
756,50,50
758,50,50
760,50,50
762,50,50
764,50,50
766,50,50
768,50,50
770,50,50
772,50,50
774,50,50
776,50,50
778,50,50
780,50,50
782,50,50
784,50,50
786,50,50
788,50,50
790,50,50
792,50,50
794,50,50
796,50,50
798,50,50
800,50,50
802,50,50
804,50,50
806,50,50
808,50,50
810,50,50
812,50,50
814,50,50
816,50,50
818,50,50
820,50,50
822,50,50
824,50,50
826,50,50
828,50,50
830,50,50
832,50,50
834,50,50
836,50,50
838,50,50
840,50,50
842,50,50
844,50,50
846,50,50
848,50,50
850,50,50
852,50,50
854,50,50
856,50,50
858,50,50
860,50,50
862,50,50
864,50,50
866,50,50
868,50,50
870,50,50
872,50,50
874,50,50
876,50,50
878,50,50
880,50,50
882,50,50
884,50,50
886,50,50
888,50,50
890,50,50
892,50,50
894,50,50
896,50,50
898,50,50
900,50,50
902,50,50
904,50,50
906,50,50
908,50,50
910,50,50
912,50,50
914,50,50
916,50,50
918,50,50
920,50,50
922,50,50
924,50,50
926,50,50
928,50,50
930,50,50
932,50,50
934,50,50
936,50,50
938,50,50
940,50,50
942,50,50
944,50,50
946,50,50
948,50,50
950,50,50
952,50,50
954,50,50
956,50,50
958,50,50
960,50,50
962,50,50
964,50,50
966,50,50
968,50,50
970,50,50
972,50,50
974,50,50
976,50,50
978,50,50
980,50,50
982,50,50
984,50,50
986,50,50
988,50,50
990,50,50
992,50,50
994,50,50
996,50,50
998,50,50
1000,50,50
1002,50,50
1004,50,50
1006,50,50
1008,50,50
1010,50,50
1012,50,50
1014,50,50
1016,50,50
1018,50,50
1020,50,50
1022,50,50
1024,50,50
1026,50,50
1028,50,50
1030,50,50
1032,50,50
1034,50,50
1036,50,50
1038,50,50
1040,50,50
1042,50,50
1044,50,50
1046,50,50
1048,50,50
1050,50,50
1052,50,50
1054,50,50
1056,50,50
1058,50,50
1060,50,50
1062,50,50
1064,50,50
1066,50,50
1068,50,50
1070,50,50
1072,50,50
1074,50,50
1076,50,50
1078,50,50
1080,50,50
1082,50,50
1084,50,50
1086,50,50
1088,50,50
1090,50,50
1092,50,50
1094,50,50
1096,50,50
1098,50,50
1100,50,50
1102,50,50
1104,50,50
1106,50,50
1108,50,50
1110,50,50
1112,50,50
1114,50,50
1116,50,50
1118,50,50
1120,50,50
1122,50,50
1124,50,50
1126,50,50
1128,50,50
1130,50,50
1132,50,50
1134,50,50
1136,50,50
1138,50,50
1140,50,50
1142,50,50
1144,50,50
1146,50,50
1148,50,50
1150,50,50
1152,50,50
1154,50,50
1156,50,50
1158,50,50
1160,50,50
1162,50,50
1164,50,50
1166,50,50
1168,50,50
1170,50,50
1172,50,50
1174,50,50
1176,50,50
1178,50,50
1180,50,50
1182,50,50
1184,50,50
1186,50,50
1188,50,50
1190,50,50
1192,50,50
1194,50,50
1196,50,50
1198,50,50
1200,50,50
1202,50,50
1204,50,50
1206,50,50
1208,50,50
1210,50,50
1212,50,50
1214,50,50
1216,50,50
1218,50,50
1220,50,50
1222,50,50
1224,50,50
1226,50,50
1228,50,50
1230,50,50
1232,50,50
1234,50,50
1236,50,50
1238,50,50
1240,50,50
1242,50,50
1244,50,50
1246,50,50
1248,50,50
1250,50,50
1252,50,50
1254,50,50
1256,50,50
1258,50,50
1260,50,50
1262,50,50
1264,50,50
1266,50,50
1268,50,50
1270,50,50
1272,50,50
1274,50,50
1276,50,50
1278,50,50
1280,50,50
1282,50,50
1284,50,50
1286,50,50
1288,50,50
1290,50,50
1292,50,50
1294,50,50
1296,50,50
1298,50,50
1300,50,50
1302,50,50
1304,50,50
1306,50,50
1308,50,50
1310,50,50
1312,50,50
1314,50,50
1316,50,50
1318,50,50
1320,50,50
1322,50,50
1324,50,50
1326,50,50
1328,50,50
1330,50,50
1332,50,50
1334,50,50
1336,50,50
1338,50,50
1340,50,50
1342,50,50
1344,50,50
1346,50,50
1348,50,50
1350,50,50
1352,50,50
1354,50,50
1356,50,50
1358,50,50
1360,50,50
1362,50,50
1364,50,50
1366,50,50
1368,50,50
1370,50,50
1372,50,50
1374,50,50
1376,50,50
1378,50,50
1380,50,50
1382,50,50
1384,50,50
1386,50,50
1388,50,50
1390,50,50
1392,50,50
1394,50,50
1396,50,50
1398,50,50
1400,50,50
1402,50,50
1404,50,50
1406,50,50
1408,50,50
1410,50,50
1412,50,50
1414,50,50
1416,50,50
1418,50,50
1420,50,50
1422,50,50
1424,50,50
1426,50,50
1428,50,50
1430,50,50
1432,50,50
1434,50,50
1436,50,50
1438,50,50
1440,50,50
1442,50,50
1444,50,50
1446,50,50
1448,50,50
1450,50,50
1452,50,50
1454,50,50
1456,50,50
1458,50,50
1460,50,50
1462,50,50
1464,50,50
1466,50,50
1468,50,50
1470,50,50
1472,50,50
1474,50,50
1476,50,50
1478,50,50
1480,50,50
1482,50,50
1484,50,50
1486,50,50
1488,50,50
1490,50,50
1492,50,50
1494,50,50
1496,50,50
1498,50,50
1500,50,50
1502,50,50
1504,50,50
1506,50,50
1508,50,50
1510,50,50
1512,50,50
1514,50,50
1516,50,50
1518,50,50
1520,50,50
1522,50,50
1524,50,50
1526,50,50
1528,50,50
1530,50,50
1532,50,50
1534,50,50
1536,50,50
1538,50,50
1540,50,50
1542,50,50
1544,50,50
1546,50,50
1548,50,50
1550,50,50
1552,50,50
1554,50,50
1556,50,50
1558,50,50
1560,50,50
1562,50,50
1564,50,50
1566,50,50
1568,50,50
1570,50,50
1572,50,50
1574,50,50
1576,50,50
1578,50,50
1580,50,50
1582,50,50
1584,50,50
1586,50,50
1588,50,50
1590,50,50
1592,50,50
1594,50,50
1596,50,50
1598,50,50
1600,50,50
1602,50,50
1604,50,50
1606,50,50
1608,50,50
1610,50,50
1612,50,50
1614,50,50
1616,50,50
1618,50,50
1620,50,50
1622,50,50
1624,50,50
1626,50,50
1628,50,50
1630,50,50
1632,50,50
1634,50,50
1636,50,50
1638,50,50
1640,50,50
1642,50,50
1644,50,50
1646,50,50
1648,50,50
1650,50,50
1652,50,50
1654,50,50
1656,50,50
1658,50,50
1660,50,50
1662,50,50
1664,50,50
1666,50,50
1668,50,50
1670,50,50
1672,50,50
1674,50,50
1676,50,50
1678,50,50
1680,50,50
1682,50,50
1684,50,50
1686,50,50
1688,50,50
1690,50,50
1692,50,50
1694,50,50
1696,50,50
1698,50,50
1700,50,50
1702,50,50
1704,50,50
1706,50,50
1708,50,50
1710,50,50
1712,50,50
1714,50,50
1716,50,50
1718,50,50
1720,50,50
1722,50,50
1724,50,50
1726,50,50
1728,50,50
1730,50,50
1732,50,50
1734,50,50
1736,50,50
1738,50,50
1740,50,50
1742,50,50
1744,50,50
1746,50,50
1748,50,50
1750,50,50
1752,50,50
1754,50,50
1756,50,50
1758,50,50
1760,50,50
1762,50,50
1764,50,50
1766,50,50
1768,50,50
1770,50,50
1772,50,50
1774,50,50
1776,50,50
1778,50,50
1780,50,50
1782,50,50
1784,50,50
1786,50,50
1788,50,50
1790,50,50
1792,50,50
1794,50,50
1796,50,50
1798,50,50
1800,50,50
1802,50,50
1804,50,50
1806,50,50
1808,50,50
1810,50,50
1812,50,50
1814,50,50
1816,50,50
1818,50,50
1820,50,50
1822,50,50
1824,50,50
1826,50,50
1828,50,50
1830,50,50
1832,50,50
1834,50,50
1836,50,50
1838,50,50
1840,50,50
1842,50,50
1844,50,50
1846,50,50
1848,50,50
1850,50,50
1852,50,50
1854,50,50
1856,50,50
1858,50,50
1860,50,50
1862,50,50
1864,50,50
1866,50,50
1868,50,50
1870,50,50
1872,50,50
1874,50,50
1876,50,50
1878,50,50
1880,50,50
1882,50,50
1884,50,50
1886,50,50
1888,50,50
1890,50,50
1892,50,50
1894,50,50
1896,50,50
1898,50,50
1900,50,50
1902,50,50
1904,50,50
1906,50,50
1908,50,50
1910,50,50
1912,50,50
1914,50,50
1916,50,50
1918,50,50
1920,50,50
1922,50,50
1924,50,50
1926,50,50
1928,50,50
1930,50,50
1932,50,50
1934,50,50
1936,50,50
1938,50,50
1940,50,50
1942,50,50
1944,50,50
1946,50,50
1948,50,50
1950,50,50
1952,50,50
1954,50,50
1956,50,50
1958,50,50
1960,50,50
1962,50,50
1964,50,50
1966,50,50
1968,50,50
1970,50,50
1972,50,50
1974,50,50
1976,50,50
1978,50,50
1980,50,50
1982,50,50
1984,50,50
1986,50,50
1988,50,50
1990,50,50
1992,50,50
1994,50,50
1996,50,50
1998,50,50
2000,50,50
2002,50,50
2004,50,50
2006,50,50
2008,50,50
2010,50,50
2012,50,50
2014,50,50
2016,50,50
2018,50,50
2020,50,50
2022,50,50
2024,50,50
2026,50,50
2028,50,50
2030,50,50
2032,50,50
2034,50,50
2036,50,50
2038,50,50
2040,50,50
2042,50,50
2044,50,50
2046,50,50
2048,50,50
2050,50,50
2052,50,50
2054,50,50
2056,50,50
2058,50,50
2060,50,50
2062,50,50
2064,50,50
2066,50,50
2068,50,50
2070,50,50
2072,50,50
2074,50,50
2076,50,50
2078,50,50
2080,50,50
2082,50,50
2084,50,50
2086,50,50
2088,50,50
2090,50,50
2092,50,50
2094,50,50
2096,50,50
2098,50,50
2100,50,50
2102,50,50
2104,50,50
2106,50,50
2108,50,50
2110,50,50
2112,50,50
2114,50,50
2116,50,50
2118,50,50
2120,50,50
2122,50,50
2124,50,50
2126,50,50
2128,50,50
2130,50,50
2132,50,50
2134,50,50
2136,50,50
2138,50,50
2140,50,50
2142,50,50
2144,50,50
2146,50,50
2148,50,50
2150,50,50
2152,50,50
2154,50,50
2156,50,50
2158,50,50
2160,50,50
2162,50,50
2164,50,50
2166,50,50
2168,50,50
2170,50,50
2172,50,50
2174,50,50
2176,50,50
2178,50,50
2180,50,50
2182,50,50
2184,50,50
2186,50,50
2188,50,50
2190,50,50
2192,50,50
2194,50,50
2196,50,50
2198,50,50
2200,50,50
2202,50,50
2204,50,50
2206,50,50
2208,50,50
2210,50,50
2212,50,50
2214,50,50
2216,50,50
2218,50,50
2220,50,50
2222,50,50
2224,50,50
2226,50,50
2228,50,50
2230,50,50
2232,50,50
2234,50,50
2236,50,50
2238,50,50
2240,50,50
2242,50,50
2244,50,50
2246,50,50
2248,50,50
2250,50,50
2252,50,50
2254,50,50
2256,50,50
2258,50,50
2260,50,50
2262,50,50
2264,50,50
2266,50,50
2268,50,50
2270,50,50
2272,50,50
2274,50,50
2276,50,50
2278,50,50
2280,50,50
2282,50,50
2284,50,50
2286,50,50
2288,50,50
2290,50,50
2292,50,50
2294,50,50
2296,50,50
2298,50,50
2300,50,50
2302,50,50
2304,50,50
2306,50,50
2308,50,50
2310,50,50
2312,50,50
2314,50,50
2316,50,50
2318,50,50
2320,50,50
2322,50,50
2324,50,50
2326,50,50
2328,50,50
2330,50,50
2332,50,50
2334,50,50
2336,50,50
2338,50,50
2340,50,50
2342,50,50
2344,50,50
2346,50,50
2348,50,50
2350,50,50
2352,50,50
2354,50,50
2356,50,50
2358,50,50
2360,50,50
2362,50,50
2364,50,50
2366,50,50
2368,50,50
2370,50,50
2372,50,50
2374,50,50
2376,50,50
2378,50,50
2380,50,50
2382,50,50
2384,50,50
2386,50,50
2388,50,50
2390,50,50
2392,50,50
2394,50,50
2396,50,50
2398,50,50
2400,50,50
2402,50,50
2404,50,50
2406,50,50
2408,50,50
2410,50,50
2412,50,50
2414,50,50
2416,50,50
2418,50,50
2420,50,50
2422,50,50
2424,50,50
2426,50,50
2428,50,50
2430,50,50
2432,50,50
2434,50,50
2436,50,50
2438,50,50
2440,50,50
2442,50,50
2444,50,50
2446,50,50
2448,50,50
2450,50,50
2452,50,50
2454,50,50
2456,50,50
2458,50,50
2460,50,50
2462,50,50
2464,50,50
2466,50,50
2468,50,50
2470,50,50
2472,50,50
2474,50,50
2476,50,50
2478,50,50
2480,50,50
2482,50,50
2484,50,50
2486,50,50
2488,50,50
2490,50,50
2492,50,50
2494,50,50
2496,50,50
2498,50,50
2500,50,50
2502,50,50
2504,50,50
2506,50,50
2508,50,50
2510,50,50
2512,50,50
2514,50,50
2516,50,50
2518,50,50
2520,50,50
2522,50,50
2524,50,50
2526,50,50
2528,50,50
2530,50,50
2532,50,50
2534,50,50
2536,50,50
2538,50,50
2540,50,50
2542,50,50
2544,50,50
2546,50,50
2548,50,50
2550,50,50
2552,50,50
2554,50,50
2556,50,50
2558,50,50
2560,50,50
2562,50,50
2564,50,50
2566,50,50
2568,50,50
2570,50,50
2572,50,50
2574,50,50
2576,50,50
2578,50,50
2580,50,50
2582,50,50
2584,50,50
2586,50,50
2588,50,50
2590,50,50
2592,50,50
2594,50,50
2596,50,50
2598,50,50
2600,50,50
2602,50,50
2604,50,50
2606,50,50
2608,50,50
2610,50,50
2612,50,50
2614,50,50
2616,50,50
2618,50,50
2620,50,50
2622,50,50
2624,50,50
2626,50,50
2628,50,50
2630,50,50
2632,50,50
2634,50,50
2636,50,50
2638,50,50
2640,50,50
2642,50,50
2644,50,50
2646,50,50
2648,50,50
2650,50,50
2652,50,50
2654,50,50
2656,50,50
2658,50,50
2660,50,50
2662,50,50
2664,50,50
2666,50,50
2668,50,50
2670,50,50
2672,50,50
2674,50,50
2676,50,50
2678,50,50
2680,50,50
2682,50,50
2684,50,50
2686,50,50
2688,50,50
2690,50,50
2692,50,50
2694,50,50
2696,50,50
2698,50,50
2700,50,50
2702,50,50
2704,50,50
2706,50,50
2708,50,50
2710,50,50
2712,50,50
2714,50,50
2716,50,50
2718,50,50
2720,50,50
2722,50,50
2724,50,50
2726,50,50
2728,50,50
2730,50,50
2732,50,50
2734,50,50
2736,50,50
2738,50,50
2740,50,50
2742,50,50
2744,50,50
2746,50,50
2748,50,50
2750,50,50
2752,50,50
2754,50,50
2756,50,50
2758,50,50
2760,50,50
2762,50,50
2764,50,50
2766,50,50
2768,50,50
2770,50,50
2772,50,50
2774,50,50
2776,50,50
2778,50,50
2780,50,50
2782,50,50
2784,50,50
2786,50,50
2788,50,50
2790,50,50
2792,50,50
2794,50,50
2796,50,50
2798,50,50
2800,50,50
2802,50,50
2804,50,50
2806,50,50
2808,50,50
2810,50,50
2812,50,50
2814,50,50
2816,50,50
2818,50,50
2820,50,50
2822,50,50
2824,50,50
2826,50,50
2828,50,50
2830,50,50
2832,50,50
2834,50,50
2836,50,50
2838,50,50
2840,50,50
2842,50,50
2844,50,50
2846,50,50
2848,50,50
2850,50,50
2852,50,50
2854,50,50
2856,50,50
2858,50,50
2860,50,50
2862,50,50
2864,50,50
2866,50,50
2868,50,50
2870,50,50
2872,50,50
2874,50,50
2876,50,50
2878,50,50
2880,50,50
2882,50,50
2884,50,50
2886,50,50
2888,50,50
2890,50,50
2892,50,50
2894,50,50
2896,50,50
2898,50,50
2900,50,50
2902,50,50
2904,50,50
2906,50,50
2908,50,50
2910,50,50
2912,50,50
2914,50,50
2916,50,50
2918,50,50
2920,50,50
2922,50,50
2924,50,50
2926,50,50
2928,50,50
2930,50,50
2932,50,50
2934,50,50
2936,50,50
2938,50,50
2940,50,50
2942,50,50
2944,50,50
2946,50,50
2948,50,50
2950,50,50
2952,50,50
2954,50,50
2956,50,50
2958,50,50
2960,50,50
2962,50,50
2964,50,50
2966,50,50
2968,50,50
2970,50,50
2972,50,50
2974,50,50
2976,50,50
2978,50,50
2980,50,50
2982,50,50
2984,50,50
2986,50,50
2988,50,50
2990,50,50
2992,50,50
2994,50,50
2996,50,50
2998,50,50
3000,50,50
3002,50,50
3004,50,50
3006,50,50
3008,50,50
3010,50,50
3012,50,50
3014,50,50
3016,50,50
3018,50,50
3020,50,50
3022,50,50
3024,50,50
3026,50,50
3028,50,50
3030,50,50
3032,50,50
3034,50,50
3036,50,50
3038,50,50
3040,50,50
3042,50,50
3044,50,50
3046,50,50
3048,50,50
3050,50,50
3052,50,50
3054,50,50
3056,50,50
3058,50,50
3060,50,50
3062,50,50
3064,50,50
3066,50,50
3068,50,50
3070,50,50
3072,50,50
3074,50,50
3076,50,50
3078,50,50
3080,50,50
3082,50,50
3084,50,50
3086,50,50
3088,50,50
3090,50,50
3092,50,50
3094,50,50
3096,50,50
3098,50,50
3100,50,50
3102,50,50
3104,50,50
3106,50,50
3108,50,50
3110,50,50
3112,50,50
3114,50,50
3116,50,50
3118,50,50
3120,50,50
3122,50,50
3124,50,50
3126,50,50
3128,50,50
3130,50,50
3132,50,50
3134,50,50
3136,50,50
3138,50,50
3140,50,50
3142,50,50
3144,50,50
3146,50,50
3148,50,50
3150,50,50
3152,50,50
3154,50,50
3156,50,50
3158,50,50
3160,50,50
3162,50,50
3164,50,50
3166,50,50
3168,50,50
3170,50,50
3172,50,50
3174,50,50
3176,50,50
3178,50,50
3180,50,50
3182,50,50
3184,50,50
3186,50,50
3188,50,50
3190,50,50
3192,50,50
3194,50,50
3196,50,50
3198,50,50
3200,50,50
3202,50,50
3204,50,50
3206,50,50
3208,50,50
3210,50,50
3212,50,50
3214,50,50
3216,50,50
3218,50,50
3220,50,50
3222,50,50
3224,50,50
3226,50,50
3228,50,50
3230,50,50
3232,50,50
3234,50,50
3236,50,50
3238,50,50
3240,50,50
3242,50,50
3244,50,50
3246,50,50
3248,50,50
3250,50,50
3252,50,50
3254,50,50
3256,50,50
3258,50,50
3260,50,50
3262,50,50
3264,50,50
3266,50,50
3268,50,50
3270,50,50
3272,50,50
3274,50,50
3276,50,50
3278,50,50
3280,50,50
3282,50,50
3284,50,50
3286,50,50
3288,50,50
3290,50,50
3292,50,50
3294,50,50
3296,50,50
3298,50,50
3300,50,50
3302,50,50
3304,50,50
3306,50,50
3308,50,50
3310,50,50
3312,50,50
3314,50,50
3316,50,50
3318,50,50
3320,50,50
3322,50,50
3324,50,50
3326,50,50
3328,50,50
3330,50,50
3332,50,50
3334,50,50
3336,50,50
3338,50,50
3340,50,50
3342,50,50
3344,50,50
3346,50,50
3348,50,50
3350,50,50
3352,50,50
3354,50,50
3356,50,50
3358,50,50
3360,50,50
3362,50,50
3364,50,50
3366,50,50
3368,50,50
3370,50,50
3372,50,50
3374,50,50
3376,50,50
3378,50,50
3380,50,50
3382,50,50
3384,50,50
3386,50,50
3388,50,50
3390,50,50
3392,50,50
3394,50,50
3396,50,50
3398,50,50
3400,50,50
3402,50,50
3404,50,50
3406,50,50
3408,50,50
3410,50,50
3412,50,50
3414,50,50
3416,50,50
3418,50,50
3420,50,50
3422,50,50
3424,50,50
3426,50,50
3428,50,50
3430,50,50
3432,50,50
3434,50,50
3436,50,50
3438,50,50
3440,50,50
3442,50,50
3444,50,50
3446,50,50
3448,50,50
3450,50,50
3452,50,50
3454,50,50
3456,50,50
3458,50,50
3460,50,50
3462,50,50
3464,50,50
3466,50,50
3468,50,50
3470,50,50
3472,50,50
3474,50,50
3476,50,50
3478,50,50
3480,50,50
3482,50,50
3484,50,50
3486,50,50
3488,50,50
3490,50,50
3492,50,50
3494,50,50
3496,50,50
3498,50,50
3500,50,50
3502,50,50
3504,50,50
3506,50,50
3508,50,50
3510,50,50
3512,50,50
3514,50,50
3516,50,50
3518,50,50
3520,50,50
3522,50,50
3524,50,50
3526,50,50
3528,50,50
3530,50,50
3532,50,50
3534,50,50
3536,50,50
3538,50,50
3540,50,50
3542,50,50
3544,50,50
3546,50,50
3548,50,50
3550,50,50
3552,50,50
3554,50,50
3556,50,50
3558,50,50
3560,50,50
3562,50,50
3564,50,50
3566,50,50
3568,50,50
3570,50,50
3572,50,50
3574,50,50
3576,50,50
3578,50,50
3580,50,50
3582,50,50
3584,50,50
3586,50,50
3588,50,50
3590,50,50
3592,50,50
3594,50,50
3596,50,50
3598,50,50
3600,50,50
3602,50,50
3604,50,50
3606,50,50
3608,50,50
3610,50,50
3612,50,50
3614,50,50
3616,50,50
3618,50,50
3620,50,50
3622,50,50
3624,50,50
3626,50,50
3628,50,50
3630,50,50
3632,50,50
3634,50,50
3636,50,50
3638,50,50
3640,50,50
3642,50,50
3644,50,50
3646,50,50
3648,50,50
3650,50,50
3652,50,50
3654,50,50
3656,50,50
3658,50,50
3660,50,50
3662,50,50
3664,50,50
3666,50,50
3668,50,50
3670,50,50
3672,50,50
3674,50,50
3676,50,50
3678,50,50
3680,50,50
3682,50,50
3684,50,50
3686,50,50
3688,50,50
3690,50,50
3692,50,50
3694,50,50
3696,50,50
3698,50,50
3700,50,50
3702,50,50
3704,50,50
3706,50,50
3708,50,50
3710,50,50
3712,50,50
3714,50,50
3716,50,50
3718,50,50
3720,50,50
3722,50,50
3724,50,50
3726,50,50
3728,50,50
3730,50,50
3732,50,50
3734,50,50
3736,50,50
3738,50,50
3740,50,50
3742,50,50
3744,50,50
3746,50,50
3748,50,50
3750,50,50
3752,50,50
3754,50,50
3756,50,50
3758,50,50
3760,50,50
3762,50,50
3764,50,50
3766,50,50
3768,50,50
3770,50,50
3772,50,50
3774,50,50
3776,50,50
3778,50,50
3780,50,50
3782,50,50
3784,50,50
3786,50,50
3788,50,50
3790,50,50
3792,50,50
3794,50,50
3796,50,50
3798,50,50
3800,50,50
3802,50,50
3804,50,50
3806,50,50
3808,50,50
3810,50,50
3812,50,50
3814,50,50
3816,50,50
3818,50,50
3820,50,50
3822,50,50
3824,50,50
3826,50,50
3828,50,50
3830,50,50
3832,50,50
3834,50,50
3836,50,50
3838,50,50
3840,50,50
3842,50,50
3844,50,50
3846,50,50
3848,50,50
3850,50,50
3852,50,50
3854,50,50
3856,50,50
3858,50,50
3860,50,50
3862,50,50
3864,50,50
3866,50,50
3868,50,50
3870,50,50
3872,50,50
3874,50,50
3876,50,50
3878,50,50
3880,50,50
3882,50,50
3884,50,50
3886,50,50
3888,50,50
3890,50,50
3892,50,50
3894,50,50
3896,50,50
3898,50,50
3900,50,50
3902,50,50
3904,50,50
3906,50,50
3908,50,50
3910,50,50
3912,50,50
3914,50,50
3916,50,50
3918,50,50
3920,50,50
3922,50,50
3924,50,50
3926,50,50
3928,50,50
3930,50,50
3932,50,50
3934,50,50
3936,50,50
3938,50,50
3940,50,50
3942,50,50
3944,50,50
3946,50,50
3948,50,50
3950,50,50
3952,50,50
3954,50,50
3956,50,50
3958,50,50
3960,50,50
3962,50,50
3964,50,50
3966,50,50
3968,50,50
3970,50,50
3972,50,50
3974,50,50
3976,50,50
3978,50,50
3980,50,50
3982,50,50
3984,50,50
3986,50,50
3988,50,50
3990,50,50
3992,50,50
3994,50,50
3996,50,50
3998,50,50
4000,50,50
4002,50,50
4004,50,50
4006,50,50
4008,50,50
4010,50,50
4012,50,50
4014,50,50
4016,50,50
4018,50,50
4020,50,50
4022,50,50
4024,50,50
4026,50,50
4028,50,50
4030,50,50
4032,50,50
4034,50,50
4036,50,50
4038,50,50
4040,50,50
4042,50,50
4044,50,50
4046,50,50
4048,50,50
4050,50,50
4052,50,50
4054,50,50
4056,50,50
4058,50,50
4060,50,50
4062,50,50
4064,50,50
4066,50,50
4068,50,50
4070,50,50
4072,50,50
4074,50,50
4076,50,50
4078,50,50
4080,50,50
4082,50,50
4084,50,50
4086,50,50
4088,50,50
4090,50,50
4092,50,50
4094,50,50
4096,50,50
4098,50,50
4100,50,50
4102,50,50
4104,50,50
4106,50,50
4108,50,50
4110,50,50
4112,50,50
4114,50,50
4116,50,50
4118,50,50
4120,50,50
4122,50,50
4124,50,50
4126,50,50
4128,50,50
4130,50,50
