2.1900000000000000e+02,0.0000000000000000e+00,5.5863234013738371e+01
2.1900000000000000e+02,1.0000000000000000e+00,4.0916863717470533e+03
2.2100000000000000e+02,0.0000000000000000e+00,5.4424125312442477e+01
2.2100000000000000e+02,1.0000000000000000e+00,4.0911302782172315e+03
2.2300000000000000e+02,0.0000000000000000e+00,5.3354589681450932e+01
2.2300000000000000e+02,1.0000000000000000e+00,4.0924361489086232e+03
2.2500000000000000e+02,0.0000000000000000e+00,5.4091377319472969e+01
2.2500000000000000e+02,1.0000000000000000e+00,4.0937582907091773e+03
2.2700000000000000e+02,0.0000000000000000e+00,5.4809697981791423e+01
2.2700000000000000e+02,1.0000000000000000e+00,4.0912743463878210e+03
2.2900000000000000e+02,0.0000000000000000e+00,5.4465388251484718e+01
2.2900000000000000e+02,1.0000000000000000e+00,4.0940726583218016e+03
2.3100000000000000e+02,0.0000000000000000e+00,5.4573979360559008e+01
2.3100000000000000e+02,1.0000000000000000e+00,4.0934219131214327e+03
2.3300000000000000e+02,0.0000000000000000e+00,5.3338877141434438e+01
2.3300000000000000e+02,1.0000000000000000e+00,4.0926006587674742e+03
2.3500000000000000e+02,0.0000000000000000e+00,5.6526513986705645e+01
2.3500000000000000e+02,1.0000000000000000e+00,4.0916228373718441e+03
2.3700000000000000e+02,0.0000000000000000e+00,5.1180071692233277e+01
2.3700000000000000e+02,1.0000000000000000e+00,4.0919123283108161e+03
2.3900000000000000e+02,0.0000000000000000e+00,5.2960461943098821e+01
2.3900000000000000e+02,1.0000000000000000e+00,4.0921198690724300e+03
2.4100000000000000e+02,0.0000000000000000e+00,5.6690028390065628e+01
2.4100000000000000e+02,1.0000000000000000e+00,4.0922144306765699e+03
2.4300000000000000e+02,0.0000000000000000e+00,5.3930802639426204e+01
2.4300000000000000e+02,1.0000000000000000e+00,4.0944187759452598e+03
2.4500000000000000e+02,0.0000000000000000e+00,5.3063831991586035e+01
2.4500000000000000e+02,1.0000000000000000e+00,4.0923387831783411e+03
2.4700000000000000e+02,0.0000000000000000e+00,5.6304822937462532e+01
2.4700000000000000e+02,1.0000000000000000e+00,4.0919062089351946e+03
2.4900000000000000e+02,0.0000000000000000e+00,5.5020031614248154e+01
2.4900000000000000e+02,1.0000000000000000e+00,4.0914607523647114e+03
2.5100000000000000e+02,0.0000000000000000e+00,5.4835669738619423e+01
2.5100000000000000e+02,1.0000000000000000e+00,4.0923581156312248e+03
2.5300000000000000e+02,0.0000000000000000e+00,5.3026906849660463e+01
2.5300000000000000e+02,1.0000000000000000e+00,4.0921599489588179e+03
2.5500000000000000e+02,0.0000000000000000e+00,5.3108305916508030e+01
2.5500000000000000e+02,1.0000000000000000e+00,4.0925617971063898e+03
2.5700000000000000e+02,0.0000000000000000e+00,5.5230627285348760e+01
2.5700000000000000e+02,1.0000000000000000e+00,4.0945358819821918e+03
2.5900000000000000e+02,0.0000000000000000e+00,5.3874414321440611e+01
2.5900000000000000e+02,1.0000000000000000e+00,4.0921364262542097e+03
2.6100000000000000e+02,0.0000000000000000e+00,5.3576648042806802e+01
2.6100000000000000e+02,1.0000000000000000e+00,4.0914398469519833e+03
2.6300000000000000e+02,0.0000000000000000e+00,5.3191353914738080e+01
2.6300000000000000e+02,1.0000000000000000e+00,4.0927294389348649e+03
2.6500000000000000e+02,0.0000000000000000e+00,5.5037647501228399e+01
2.6500000000000000e+02,1.0000000000000000e+00,4.0932682693210841e+03
2.6700000000000000e+02,0.0000000000000000e+00,5.6799952211899466e+01
