iteration,fuseTest,fuseResult
1,0,54.2149
1,1,4091.83
3,0,54.4361
3,1,4091.1
5,0,51.2588
5,1,4092.19
7,0,54.0624
7,1,4094.33
9,0,53.7639
9,1,4093.14
11,0,54.6967
11,1,4093.46
13,0,56.9725
13,1,4091.62
15,0,51.7225
15,1,4093.27
17,0,53.3569
17,1,4093.48
19,0,54.997
19,1,4091.49
21,0,56.4431
21,1,4092.24
23,0,54.0754
23,1,4092.72
25,0,53.2981
25,1,4091.14
27,0,53.2541
27,1,4092.03
29,0,54.7944
29,1,4092.65
31,0,53.3772
31,1,4092.15
33,0,56.0453
33,1,4092.68
35,0,53.1736
35,1,4093.46
37,0,55.3376
37,1,4091.3
39,0,53.392
39,1,4092.03
41,0,53.4723
41,1,4094.6
43,0,56.1963
43,1,4092.37
45,0,54.1319
45,1,4092.12
47,0,53.3924
47,1,4094.18
49,0,54.1528
49,1,4091.94
51,0,54.184
51,1,4091.94
53,0,51.7386
53,1,4092.7
55,0,53.4821
55,1,4092.24
57,0,56.4333
57,1,4092.07
59,0,54.3728
59,1,4091.8
61,0,54.8079
61,1,4091.71
63,0,54.3036
63,1,4091.73
65,0,55.0181
65,1,4092.93
67,0,52.9015
67,1,4091.94
69,0,52.0816
69,1,4094.23
71,0,53.776
71,1,4091.27
73,0,53.5299
73,1,4091.25
75,0,53.4814
75,1,4092.8
77,0,53.5918
77,1,4092.02
79,0,54.6128
79,1,4092.41
81,0,52.4294
81,1,4093.22
83,0,54.0365
83,1,4093.81
85,0,54.0257
85,1,4093.2
87,0,52.9919
87,1,4092.5
89,0,53.8816
89,1,4093.75
91,0,53.6664
91,1,4092.3
93,0,54.2496
93,1,4092.05
95,0,54.682
95,1,4091.63
97,0,54.7025
97,1,4094.52
99,0,54.0207
99,1,4092.24
101,0,56.5841
101,1,4091.58
103,0,52.819
103,1,4092.65
105,0,51.9747
105,1,4091.98
107,0,54.5215
107,1,4092.58
109,0,55.1444
109,1,4091.58
111,0,53.8436
111,1,4091.8
113,0,55.1125
113,1,4091.67
115,0,54.322
115,1,4092.17
117,0,55.6508
117,1,4093.81
119,0,55.5803
119,1,4092.12
121,0,53.8222
121,1,4092.83
123,0,55.1774
123,1,4092.42
125,0,51.7924
125,1,4091.95
127,0,53.4378
127,1,4091.82
129,0,54.4421
129,1,4094
131,0,53.5989
131,1,4091.65
133,0,53.1147
133,1,4091.78
135,0,52.8142
135,1,4094.24
137,0,54.6937
137,1,4092.43
139,0,53.6231
139,1,4091.84
141,0,53.8752
141,1,4092.05
143,0,52.4111
143,1,4093.64
145,0,53.7527
145,1,4091.93
147,0,54.0533
147,1,4093.72
149,0,56.4112
149,1,4091.71
151,0,53.8691
151,1,4092.57
153,0,55.7589
153,1,4092.39
155,0,54.2559
155,1,4092.39
157,0,54.9005
157,1,4092.8
159,0,55.4132
159,1,4091.87
161,0,53.8124
161,1,4092.77
163,0,53.6546
163,1,4094.71
165,0,56.3779
165,1,4092.56
167,0,52.0412
167,1,4093.03
169,0,54.4591
169,1,4091.55
171,0,52.907
171,1,4091.64
173,0,55.9168
173,1,4092.24
175,0,54.9028
175,1,4091.72
177,0,53.6128
177,1,4092.36
179,0,53.4623
179,1,4091.27
181,0,51.4585
181,1,4093.91
183,0,53.7551
183,1,4091.02
185,0,52.2312
185,1,4091.1
187,0,54.8091
187,1,4094.55
189,0,53.8935
189,1,4093.28
191,0,54.4346
191,1,4094.31
193,0,55.4275
193,1,4091.33
195,0,52.2131
195,1,4093.76
197,0,53.9995
197,1,4092.78
199,0,54.9151
199,1,4094.36
201,0,51.7656
201,1,4091.48
203,0,54.704
203,1,4093.53
205,0,55.2397
205,1,4091.35
207,0,55.4215
207,1,4092.28
209,0,55.0036
209,1,4092.34
211,0,54.285
211,1,4092
213,0,54.0542
213,1,4091.35
215,0,53.4495
215,1,4094.97
217,0,53.3258
217,1,4091.84
219,0,55.7263
219,1,4092.44
221,0,54.2781
221,1,4091.97
223,0,54.8656
223,1,4094.38
225,0,56.4165
225,1,4092.6
227,0,54.7462
227,1,4091.09
229,0,52.519
229,1,4091.76
231,0,53.9898
231,1,4094.21
233,0,54.7633
233,1,4091.56
235,0,54.1858
235,1,4092.17
237,0,55.034
237,1,4094
239,0,54.3484
239,1,4091.24
241,0,55.9696
241,1,4092.45
243,0,54.1925
243,1,4091.33
245,0,55.4393
245,1,4092.26
247,0,54.9476
247,1,4092.31
249,0,54.5112
249,1,4094.62
251,0,55.4362
251,1,4091.89
253,0,0
253,1,0
