id,name,probability,meanValueFuseResultBurn,meanValueFuseResultNotBurn,minFuseResultBurn,maxFuseResultBurn,minFuseResultNotBurn,maxFuseResultNotBurn
0,Interruption,0.08000,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
1,Parallel Short-circuit,0.16333,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
2,Increase of Rupture Current,0.16333,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
3,Increase of Rupture Time,0.43000,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
4,Reconnection After Rupture,0.16333,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
