19.62730336,3.13707498,0.78,0
37.16802668,5.749323139,0.93,0
39.06123336,6.151212163,1.1625,0
48.70211946,6.36,0.78,0
89.69487724,10.74136707,1.1625,0
110.6501362,9.792707481,0.65,0
109.5460388,12.16897836,1.1625,0
107.048678,13.06944678,1.395,0
131.3869467,11.81287952,0.78,0
136.8612123,12.04503867,0.78,0
138.4877584,15.73878082,1.395,0
147.6638003,11.53015074,0.65,0
149.0023148,12.58885338,0.78,0
151.8062874,13.71192956,0.93,0
159.1711962,14.30304233,0.93,0
158.0256699,16.96,1.395,0
170.260335,17.49,1.395,0
182.927984,17.10600598,1.1625,0
190.6547434,14.60003031,0.78,0
191.1506937,15.61496144,0.93,0
188.3450209,17.41527802,1.1625,0
189.9018973,18.55,1.395,0
187.0734993,18.39707081,1.395,0
211.4224418,14.3619252,0.65,0
209.3181232,15.60620704,0.78,0
222.8034233,17.11356882,0.93,0
228.0741855,20.14,1.1625,0
247.3851276,15.86389855,0.65,0
251.1525664,17.77504037,0.78,0
269.6805873,18.02,0.78,0
270.0122549,19.79195558,0.93,0
280.3488667,20.67,0.93,0
279.1039402,23.39015849,1.395,0
287.6050787,19.35542684,0.78,0
292.1479458,24.38,1.395,0
309.0253545,20.12644904,0.78,0
320.6786197,21.24428702,0.93,0
318.7098781,21.90599555,0.93,0
332.2231908,20.07897265,0.78,0
326.76,24.38,1.1625,0
327.2085618,23.98123767,1.1625,0
328.990347,26.83042979,1.395,0
341.2537922,18.94814848,0.65,0
350.1484468,19.06066258,0.65,0
348.3595483,20.64743386,0.78,0
350.1473769,25.0358279,1.1625,0
359.101371,28.0158461,1.395,0
371.9733879,19.65216274,0.65,0
369.3306924,25.70607349,1.1625,0
378.6562572,20.19182489,0.65,0
379.3957264,28.44284939,1.395,0
378.2393371,29.24597103,1.395,0
386.7829018,23.73533672,0.93,0
401.5579325,26.71113361,1.1625,0
409.5322459,27.00980679,1.1625,0
420.9928105,21.37987624,0.65,0
418.3975072,21.34081342,0.65,0
428.4950543,23.65266746,0.78,0
439.5723266,22.10522003,0.65,0
441.0528083,28.13502886,1.1625,0
438.6685596,29.20105201,1.1625,0
448.4321519,24.17474008,0.78,0
457.0999735,23.06207379,0.65,0
480.658467,23.15682799,0.65,0
480.4142105,27.90089185,0.93,0
499.13891,28.0079468,0.93,0
512.2472707,24.23454488,0.65,0
513.12649,25.86001523,0.78,0
518.8125865,26.14447382,0.78,0
522.0752773,28.02432589,0.93,0
529.4645902,24.33020138,0.65,0
533.24,26.77015683,0.78,0
538.2807214,26.73336383,0.78,0
559.8414019,24.83937035,0.65,0
558.0011879,25.72544624,0.65,0
580.7319799,25.30072265,0.65,0
579.6714419,27.70917887,0.78,0
610.5734223,29.49807626,0.78,0
618.6189575,26.49624136,0.65,0
629.671379,26.77115174,0.65,0
641.243194,26.86327552,0.65,0
650.5957341,27.36363449,0.65,0
658.1545912,27.220588,0.65,0
660.6256076,27.35829999,0.65,0
659.1831362,27.34807089,0.65,0
672.158072,28.14564293,0.65,0
680.6735243,28.41086239,0.65,0
718.9290512,28.76640794,0.65,0
727.3288881,28.62179582,0.65,0
