40.49512564,4.824568281,0.65,1
40.52689412,6.463584945,1.395,1
61.20149885,7.378596253,0.93,1
70.53881764,7.752711849,0.78,1
82.04943286,9.114475337,0.93,1
98.67988602,10.93886384,1.1625,1
111.3130877,10.38265705,0.78,1
111.5054754,12.22,1.1625,1
120.9866276,10.8805274,0.78,1
130.5108375,13.17674214,1.1625,1
132.3389547,14.70456285,1.395,1
150.6497088,15.74625546,1.395,1
159.7557676,13.58069913,0.93,1
171.1991052,14.40540611,0.93,1
168.0471393,15.75129914,1.1625,1
172.1949861,15.73867708,1.1625,1
168.5155907,16.83122529,1.395,1
178.9272169,12.63329541,0.65,1
179.602665,14.8406415,0.93,1
179.9846601,17.56167575,1.395,1
193.24,18.64847781,1.395,1
211.0288189,15.03245627,0.78,1
212.7005365,16.56520767,0.93,1
220.4717071,14.2509187,0.65,1
218.9764134,15.6353996,0.78,1
221.7713923,16.90660875,0.93,1
221.6574266,18.6903196,1.1625,1
221.2228449,19.8201884,1.395,1
231.4358565,16.7431445,0.93,1
227.184086,18.33,1.1625,1
230.1232959,20.5831494,1.395,1
239.6121827,14.57,0.65,1
238.6174407,20.35097383,1.395,1
246.961742,21.60651542,1.395,1
260.1236647,20.13776975,1.1625,1
258.970787,22.28777076,1.395,1
269.77813,15.88731705,0.65,1
271.7211274,20.33625022,1.1625,1
269.7881345,22.50634791,1.395,1
271.1421244,22.64574012,1.395,1
282.1712871,17.67786568,0.78,1
292.6432394,18.8,0.93,1
286.9964287,19.27,0.93,1
290.1402993,23.29255176,1.395,1
300.464439,18.90094557,0.78,1
297.3238304,21.80170018,1.1625,1
310.1057738,19.11997115,0.78,1
309.7194025,24.47763504,1.395,1
321.2859228,19.33512772,0.78,1
319.2102168,20.94321885,0.93,1
322.2676869,22.85128144,1.1625,1
320.8450972,23.35698059,1.1625,1
322.1390792,25.11647832,1.395,1
330.4800591,17.70972677,0.65,1
329.5994297,19.75370582,0.78,1
333.24,23.16048587,1.1625,1
332.3015576,23.4078419,1.1625,1
339.62783,25.83778322,1.395,1
337.9377606,25.49927082,1.395,1
353.0384233,24.64669583,1.1625,1
351.5378514,26.54052668,1.395,1
358.0859032,20.56124323,0.78,1
370.8432855,25.18580558,1.1625,1
372.8063257,26.62270399,1.395,1
378.952112,20.81097776,0.78,1
381.3039023,23.33370135,0.93,1
381.4390885,25.74292403,1.1625,1
387.4386793,21.6316719,0.78,1
389.1711229,23.12073054,0.93,1
388.1753878,25.9893043,1.1625,1
400.6486647,19.93399459,0.65,1
400.0150206,22.26457844,0.78,1
401.1158466,23.88672488,0.93,1
410.8445029,22.56,0.78,1
409.4931033,23.15505686,0.93,1
408.2519205,24.15390732,0.93,1
411.7391899,26.31423387,1.1625,1
412.7806182,26.61355064,1.1625,1
418.9747303,20.63316776,0.65,1
420.7110388,22.87806461,0.78,1
430.5021219,22.09481517,0.78,1
431.5328272,24.62106486,0.93,1
430.242526,24.62356218,0.93,1
440.8065543,21.3191263,0.65,1
453.24,21.8484784,0.65,1
461.9901016,25.23933712,0.93,1
471.7705331,21.46495101,0.65,1
469.7775496,23.55240845,0.78,1
469.5834189,23.81564189,0.78,1
470.0141186,24.09176778,0.78,1
470.2491308,25.89505004,0.93,1
483.1888325,22.41907541,0.65,1
480.539796,25.38,0.93,1
490.3997776,22.8321177,0.65,1
499.3849581,24.93213722,0.78,1
511.4519305,25.46918432,0.78,1
522.5138197,23.5,0.65,1
528.9578786,23.9242836,0.65,1
538.7256628,23.16922112,0.65,1
551.0171466,26.49149183,0.78,1
569.4808645,24.01460938,0.65,1
571.3557105,26.32,0.78,1
588.82372,25.40508978,0.65,1
592.3901795,27.18005744,0.78,1
601.2893394,26.32,0.78,1
609.4175162,25.43467336,0.65,1
618.3156467,26.08977816,0.65,1
648.3113855,26.58802964,0.65,1
652.0442238,26.6834207,0.65,1
660.6336615,26.53295187,0.65,1
671.7420254,25.85,0.65,1
682.4035853,26.9349429,0.65,1
699.9041687,27.74568066,0.65,1
