id,name,probability,meanValueFuseResultBurn,meanValueFuseResultNotBurn,minFuseResultBurn,maxFuseResultBurn,minFuseResultNotBurn,maxFuseResultNotBurn,keepPowerReadbackOff,keepPowerReadbackOn,fmSafety,fmDetectableFuse,fmDetectableKeepPow,classMultipleFaults
0,Open,0.35000,54,4092,51,57,4091,4095,0,1,safe,outside_scope,no,not_applicable
1,Short-Circuit,0.53000,0,0,0,0,0,0,0,1,safe,yes,no,not_applicable
2,Increased Dissipation Factor,0.03333,54,4092,51,57,4091,4095,0,1,safe,outside_scope,no,not_applicable
3,Decrease of Capacitance,0.05333,54,4092,51,57,4091,4095,0,1,safe,outside_scope,no,not_applicable
4,Increase of Series Resistance,0.03333,54,4092,51,57,4091,4095,0,1,safe,outside_scope,no,not_applicable
