id,name,probability,meanValueFuseResultBurn,meanValueFuseResultNotBurn,minFuseResultBurn,maxFuseResultBurn,minFuseResultNotBurn,maxFuseResultNotBurn
0,Open,0.59000,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
1,Short-Circuit,0.05000,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
2,Increase of Resistance Value,0.18000,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
3,Decrease of Resistance Value,0.18000,0.9500,0.0020,0.9200,1.0000,0.0000,0.0050
