iteration,failureOccurred,failureCaught,numberOfFailedComponents,failedComponentsList,unsafeFailureGenerated,outsideScopeFailureGenerated,detectableFailureGenerated,impactlessFailureGenerated
153,True,False,1,[K_Sys],False,False,False,True
154,True,False,1,[K_Sys],False,False,False,True
155,True,False,1,[K_Sys],False,False,False,True
156,True,False,1,[K_Sys],False,False,False,True
157,True,False,1,[K_Sys],False,False,False,True
158,True,False,1,[K_Sys],False,False,False,True
159,True,False,1,[K_Sys],False,False,False,True
160,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
161,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
162,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
163,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
164,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
165,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
166,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
167,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
168,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
169,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
170,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
171,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
172,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
173,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
174,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
175,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
176,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
177,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
178,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
179,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
180,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
181,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
182,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
183,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
184,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
185,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
186,True,False,2,[K_Sys;DZ_Sys],False,False,False,True
