9.3010000000000000e+03,9.9967611214979257e-01,9.9971360930677267e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9969486072828262e-01
9.3030000000000000e+03,9.9968880029907281e-01,9.9971236680955056e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9970058355431179e-01
9.3050000000000000e+03,9.9967464983536847e-01,9.9970286423951238e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9968875703744031e-01
9.3070000000000000e+03,9.9967242278375157e-01,9.9969905364925782e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9968573821650464e-01
9.3090000000000000e+03,9.9966823594044296e-01,9.9969826609039714e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9968325101542010e-01
9.3110000000000000e+03,9.9967466403312732e-01,9.9969840161722900e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9968653282517805e-01
9.3130000000000000e+03,9.9967247758700650e-01,9.9970266803431540e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9968757281066101e-01
9.3150000000000000e+03,9.9967335411986469e-01,9.9969999149751276e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9968667280868873e-01
9.3170000000000000e+03,9.9967354928638952e-01,9.9971328855902697e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9969341892270824e-01
9.3190000000000000e+03,9.9968216202562854e-01,9.9971736311285286e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9969976256924076e-01
9.3210000000000000e+03,9.9969446888871205e-01,9.9972286770454177e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9970866829662697e-01
9.3230000000000000e+03,9.9969651065834464e-01,9.9972858810081688e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9971254937958076e-01
9.3250000000000000e+03,9.9970973967456600e-01,9.9974092287197691e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9972533127327157e-01
9.3270000000000000e+03,9.9971644436735130e-01,9.9973864322791928e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9972754379763529e-01
9.3290000000000000e+03,9.9971642456046084e-01,9.9973872343249270e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9972757399647671e-01
9.3310000000000000e+03,9.9970670839583875e-01,9.9974309928133631e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9972490383858759e-01
9.3330000000000000e+03,9.9969277682256419e-01,9.9973311637286999e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9971294659771703e-01
9.3350000000000000e+03,9.9969267268127837e-01,9.9973287948852207e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9971277608490028e-01
9.3370000000000000e+03,9.9969192690178432e-01,9.9973426701410228e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.9971309695794330e-01
