iteration,fuseTest,fuseResult
1,0,53.1411
1,1,4092.02
3,0,53.2683
3,1,4091.02
5,0,54.4912
5,1,4094.24
7,0,54.4238
7,1,4094.52
9,0,54.1207
9,1,4093.73
11,0,54.0833
11,1,4091.65
13,0,54.3458
13,1,4093.67
15,0,51.4081
15,1,4094.22
17,0,54.2446
17,1,4093.54
19,0,52.4572
19,1,4092.44
21,0,53.9854
21,1,4093.82
23,0,52.2686
23,1,4092.75
25,0,54.1927
25,1,4092.72
27,0,54.5225
27,1,4091.57
29,0,53.9879
29,1,4091.9
31,0,53.8221
31,1,4092.08
33,0,54.3408
33,1,4092.75
35,0,53.6043
35,1,4094.69
37,0,53.7502
37,1,4092.17
39,0,53.6545
39,1,4093.52
41,0,56.2879
41,1,4092.44
43,0,56.6112
43,1,4091.41
45,0,54.1617
45,1,4091.34
47,0,52.1835
47,1,4091.93
49,0,54.9574
49,1,4093.46
51,0,54.3016
51,1,4091.34
53,0,53.8091
53,1,4094.46
55,0,51.6604
55,1,4093.87
57,0,53.3398
57,1,4094.88
59,0,54.3259
59,1,4091.39
61,0,55.0047
61,1,4091.43
63,0,53.2604
63,1,4091.01
65,0,52.7745
65,1,4094.58
67,0,54.6604
67,1,4091.61
69,0,54.24
69,1,4091.41
71,0,54.052
71,1,4091.91
73,0,53.9445
73,1,4091.96
75,0,53.5634
75,1,4092.12
77,0,54.9235
77,1,4093.26
79,0,54.3768
79,1,4092.36
81,0,51.9747
81,1,4091.11
83,0,54.5233
83,1,4093.15
85,0,54.3625
85,1,4091.69
87,0,53.3824
87,1,4093.03
89,0,54.9859
89,1,4094.53
91,0,53.8932
91,1,4093.88
93,0,55.2039
93,1,4092.8
95,0,52.6969
95,1,4092.06
97,0,54.9608
97,1,4091.96
99,0,56.7116
99,1,4091.39
101,0,54.1902
101,1,4091.32
103,0,55.2385
103,1,4092.33
105,0,53.6025
105,1,4091.89
107,0,54.6745
107,1,4091.94
109,0,53.5167
109,1,4092.72
111,0,53.7636
111,1,4093.51
113,0,53.0496
113,1,4091.03
115,0,55.4366
115,1,4094.47
117,0,52.8589
117,1,4091.62
119,0,54.9776
119,1,4094.71
121,0,54.3651
121,1,4091.53
123,0,53.7102
123,1,4091.92
125,0,51.9472
