iteration,fuseTest,fuseResult
1,0,54.7001
1,1,4091.61
3,0,54.1886
3,1,4091.94
5,0,53.4695
5,1,4091.99
7,0,53.7653
7,1,4093.86
9,0,51.002
9,1,4092.38
11,0,54.2011
11,1,4091.69
13,0,55.2837
13,1,4091.92
15,0,54.0392
15,1,4091.98
17,0,53.9447
17,1,4094.19
19,0,54.4612
19,1,4091.2
21,0,54.4353
21,1,4094.15
23,0,53.4202
23,1,4092.88
25,0,55.5129
25,1,4092.37
27,0,53.8888
27,1,4092.01
29,0,56.7476
29,1,4092.59
31,0,53.777
31,1,4091.11
33,0,53.8843
33,1,4092.26
35,0,52.8127
35,1,4092.3
37,0,56.1329
37,1,4091.21
39,0,55.4655
39,1,4093.11
41,0,53.4959
41,1,4091.47
43,0,54.0282
43,1,4092.56
45,0,56.3444
45,1,4091.35
47,0,52.8037
47,1,4093.74
49,0,54.4711
49,1,4092.29
51,0,53.4139
51,1,4094.78
53,0,51.5883
53,1,4092.17
55,0,54.9746
55,1,4094.19
57,0,54.5674
57,1,4093.29
59,0,55.0611
59,1,4093.02
61,0,55.2154
61,1,4092.27
63,0,55.2285
63,1,4092.14
65,0,53.9702
65,1,4091.94
67,0,55.8884
67,1,4094.75
69,0,54.4515
69,1,4092.64
71,0,56.9778
71,1,4092.05
73,0,54.7475
73,1,4092.01
75,0,54.6859
75,1,4093.43
77,0,51.4287
77,1,4093.49
79,0,53.2513
79,1,4091.84
81,0,53.713
81,1,4094.83
83,0,56.4107
83,1,4094.02
85,0,53.4772
85,1,4091.6
87,0,54.0456
87,1,4092
89,0,53.6015
89,1,4094.59
91,0,53.0532
91,1,4092.25
93,0,54.5754
93,1,4091.09
95,0,56.4045
95,1,4092.57
97,0,56.1329
97,1,4093.57
99,0,53.4678
99,1,4091.83
101,0,56.0921
101,1,4092.3
103,0,52.0818
103,1,4092.43
105,0,53.4071
105,1,4091.53
107,0,53.3959
107,1,4091.98
109,0,54.3144
109,1,4091.71
111,0,52.2704
111,1,4091.51
113,0,54.5171
113,1,4092.03
115,0,54.1219
115,1,4092.15
117,0,53.1101
117,1,4093.8
119,0,51.1699
119,1,4091.51
121,0,54.4383
121,1,4092.96
123,0,55.143
123,1,4091.69
125,0,53.4767
125,1,4092.6
127,0,52.2916
127,1,4092.95
129,0,52.337
129,1,4092.94
131,0,53.8899
131,1,4092.14
133,0,54.3234
133,1,4093.18
135,0,53.5574
