1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00
2.0000000000000000e+00,9.7440521472695818e-01,9.9912596960721223e-01,2.0000000000000000e+00,2.0000000000000000e+00,9.8676559216708526e-01
3.0000000000000000e+00,9.7757414364637418e-01,9.3529487162861358e-01,3.0000000000000000e+00,3.0000000000000000e+00,9.5643450763749394e-01
4.0000000000000000e+00,9.7336847294896445e-01,9.4092124119033971e-01,4.0000000000000000e+00,4.0000000000000000e+00,9.5714485706965213e-01
5.0000000000000000e+00,9.7654975233625529e-01,9.4850888572005820e-01,5.0000000000000000e+00,5.0000000000000000e+00,9.6252931902815675e-01
6.0000000000000000e+00,9.7311624284824971e-01,9.5491484947138927e-01,6.0000000000000000e+00,6.0000000000000000e+00,9.6401554615981944e-01
7.0000000000000000e+00,9.7437192333654810e-01,9.5575824711213520e-01,7.0000000000000000e+00,7.0000000000000000e+00,9.6506508522434153e-01
8.0000000000000000e+00,9.7625818629157590e-01,9.5726867992487374e-01,8.0000000000000000e+00,8.0000000000000000e+00,9.6676343310822488e-01
9.0000000000000000e+00,9.7782223896662579e-01,9.5969798580300825e-01,9.0000000000000000e+00,9.0000000000000000e+00,9.6876011238481707e-01
1.0000000000000000e+01,9.7826657910725123e-01,9.6178378646421991e-01,1.0000000000000000e+01,1.0000000000000000e+01,9.7002518278573557e-01
1.1000000000000000e+01,9.7914804304292880e-01,9.6389671761566897e-01,1.1000000000000000e+01,1.1000000000000000e+01,9.7152238032929883e-01
1.2000000000000000e+01,9.7777662085127226e-01,9.6410731282079176e-01,1.2000000000000000e+01,1.2000000000000000e+01,9.7094196683603207e-01
1.3000000000000000e+01,9.7874845167737412e-01,9.6102028049126254e-01,1.3000000000000000e+01,1.3000000000000000e+01,9.6988436608431827e-01
1.4000000000000000e+01,9.7943477280751101e-01,9.6262614264507762e-01,1.4000000000000000e+01,1.4000000000000000e+01,9.7103045772629437e-01
1.5000000000000000e+01,9.7974007513960115e-01,9.6360417282221933e-01,1.5000000000000000e+01,1.5000000000000000e+01,9.7167212398091030e-01
1.6000000000000000e+01,9.8018369461781651e-01,9.6316954000776833e-01,1.6000000000000000e+01,1.6000000000000000e+01,9.7167661731279242e-01
1.7000000000000000e+01,9.8089292920838322e-01,9.6343823604623557e-01,1.7000000000000000e+01,1.7000000000000000e+01,9.7216558262730945e-01
1.8000000000000000e+01,9.8156638374069916e-01,9.6301901052432526e-01,1.8000000000000000e+01,1.8000000000000000e+01,9.7229269713251221e-01
1.9000000000000000e+01,9.8204420235859979e-01,9.6410345114586782e-01,1.9000000000000000e+01,1.9000000000000000e+01,9.7307382675223375e-01
2.0000000000000000e+01,9.8212271343339008e-01,9.6502697452994468e-01,2.0000000000000000e+01,2.0000000000000000e+01,9.7357484398166749e-01
2.1000000000000000e+01,9.8154566273266142e-01,9.6543684277426023e-01,2.1000000000000000e+01,2.1000000000000000e+01,9.7349125275346082e-01
2.2000000000000000e+01,9.8028400307797992e-01,9.6614285200859729e-01,2.2000000000000000e+01,2.2000000000000000e+01,9.7321342754328866e-01
2.3000000000000000e+01,9.7914234821305879e-01,9.6706192338441943e-01,2.3000000000000000e+01,2.3000000000000000e+01,9.7310213579873905e-01
2.4000000000000000e+01,9.7947785772223117e-01,9.6767737500030571e-01,2.4000000000000000e+01,2.4000000000000000e+01,9.7357761636126838e-01
2.5000000000000000e+01,9.7986835354422541e-01,9.6844170335320323e-01,2.5000000000000000e+01,2.5000000000000000e+01,9.7415502844871438e-01
2.6000000000000000e+01,9.7984587726682149e-01,9.6752517991717524e-01,2.6000000000000000e+01,2.6000000000000000e+01,9.7368552859199842e-01
2.7000000000000000e+01,9.8018042619785117e-01,9.6570102528135715e-01,2.7000000000000000e+01,2.7000000000000000e+01,9.7294072573960422e-01
2.8000000000000000e+01,9.8015732912890208e-01,9.6612356120028464e-01,2.8000000000000000e+01,2.8000000000000000e+01,9.7314044516459330e-01
2.9000000000000000e+01,9.8003150037606723e-01,9.6687217937631242e-01,2.9000000000000000e+01,2.9000000000000000e+01,9.7345183987618988e-01
3.0000000000000000e+01,9.8039470990914879e-01,9.6755476043893851e-01,3.0000000000000000e+01,3.0000000000000000e+01,9.7397473517404365e-01
3.1000000000000000e+01,9.7985339043555952e-01,9.6811025344236190e-01,3.1000000000000000e+01,3.1000000000000000e+01,9.7398182193896077e-01
3.2000000000000000e+01,9.8010571324701679e-01,9.6846034347364474e-01,3.2000000000000000e+01,3.2000000000000000e+01,9.7428302836033076e-01
3.3000000000000000e+01,9.8029597137413715e-01,9.6762097249095003e-01,3.3000000000000000e+01,3.3000000000000000e+01,9.7395847193254348e-01
3.4000000000000000e+01,9.8009413874529183e-01,9.6819924536189417e-01,3.4000000000000000e+01,3.4000000000000000e+01,9.7414669205359294e-01
3.5000000000000000e+01,9.7946076336203391e-01,9.6754721999473947e-01,3.5000000000000000e+01,3.5000000000000000e+01,9.7350399167838675e-01
3.6000000000000000e+01,9.7957571852663838e-01,9.6628583349505826e-01,3.6000000000000000e+01,3.6000000000000000e+01,9.7293077601084832e-01
3.7000000000000000e+01,9.7984487901034067e-01,9.6624932419979359e-01,3.7000000000000000e+01,3.7000000000000000e+01,9.7304710160506724e-01
3.8000000000000000e+01,9.7891467017761336e-01,9.6655280564986401e-01,3.8000000000000000e+01,3.8000000000000000e+01,9.7273373791373863e-01
3.9000000000000000e+01,9.7913573463808801e-01,9.6698850169793304e-01,3.9000000000000000e+01,3.9000000000000000e+01,9.7306211816801047e-01
4.0000000000000000e+01,9.7941360076308737e-01,9.6621386404106302e-01,4.0000000000000000e+01,4.0000000000000000e+01,9.7281373240207514e-01
4.1000000000000000e+01,9.7972345353684331e-01,9.6538123261267705e-01,4.1000000000000000e+01,4.1000000000000000e+01,9.7255234307476024e-01
4.2000000000000000e+01,9.7967658290112458e-01,9.6590978263803129e-01,4.2000000000000000e+01,4.2000000000000000e+01,9.7279318276957805e-01
4.3000000000000000e+01,9.7985172621979855e-01,9.6528133576167330e-01,4.3000000000000000e+01,4.3000000000000000e+01,9.7256653099073587e-01
4.4000000000000000e+01,9.8012202354344247e-01,9.6465557114454437e-01,4.4000000000000000e+01,4.4000000000000000e+01,9.7238879734399353e-01
4.5000000000000000e+01,9.8037354842838342e-01,9.6496389373550417e-01,4.5000000000000000e+01,4.5000000000000000e+01,9.7266872108194380e-01
4.6000000000000000e+01,9.8031598816464316e-01,9.6539098131403545e-01,4.6000000000000000e+01,4.6000000000000000e+01,9.7285348473933941e-01
4.7000000000000000e+01,9.8033338303276285e-01,9.6574508489446853e-01,4.7000000000000000e+01,4.7000000000000000e+01,9.7303923396361569e-01
4.8000000000000000e+01,9.8056258625804260e-01,9.6616960646488670e-01,4.8000000000000000e+01,4.8000000000000000e+01,9.7336609636146465e-01
4.9000000000000000e+01,9.8024094864444711e-01,9.6642997520521812e-01,4.9000000000000000e+01,4.9000000000000000e+01,9.7333546192483256e-01
5.0000000000000000e+01,9.7951787311190575e-01,9.6589786983450110e-01,5.0000000000000000e+01,5.0000000000000000e+01,9.7270787147320337e-01
