iteration,fuseTest,fuseResult
1,0,53.8768
1,1,4092.17
3,0,53.7895
3,1,4091.99
5,0,52.7635
5,1,4091.76
7,0,54.3349
7,1,4093.38
9,0,52.6382
9,1,4092.93
11,0,55.3265
11,1,4094.55
13,0,54.201
13,1,4092.38
15,0,53.3278
15,1,4091.55
17,0,52.3764
17,1,4092.7
19,0,52.0245
19,1,4092.01
21,0,53.603
21,1,4094.62
23,0,54.91
23,1,4091.33
25,0,54.7325
25,1,4093.03
27,0,54.5992
27,1,4092.28
29,0,54.3906
29,1,4091.6
31,0,54.3573
31,1,4092.1
33,0,54.4662
33,1,4092.55
35,0,54.5326
35,1,4091.48
37,0,54.5571
37,1,4091.42
39,0,53.0418
39,1,4092.85
41,0,53.832
41,1,4092.15
43,0,52.3075
43,1,4091.21
45,0,55.0962
45,1,4091.54
47,0,53.6835
47,1,4093.71
49,0,54.1086
49,1,4091.8
51,0,54.4897
51,1,4093.25
53,0,54.869
53,1,4091.01
55,0,51.9831
55,1,4093.19
57,0,52.2352
57,1,4092.17
59,0,54.9698
59,1,4093.22
61,0,52.97
61,1,4091.86
63,0,55.9601
63,1,4091.4
65,0,51.8491
65,1,4091.77
67,0,54.838
67,1,4091.82
69,0,54.6278
69,1,4094.3
71,0,54.8946
71,1,4091.94
73,0,54.0233
73,1,4091.61
75,0,55.0577
75,1,4093.38
77,0,53.3692
77,1,4091.82
79,0,52.7484
79,1,4094.88
81,0,54.7964
81,1,4091.88
83,0,54.0091
83,1,4091.11
85,0,53.6741
85,1,4093.41
87,0,54.1343
87,1,4092.79
89,0,53.0407
89,1,4091.45
91,0,55.7573
91,1,4093.04
93,0,53.9547
93,1,4091.77
95,0,56.5161
95,1,4091.46
97,0,52.0961
97,1,4092.05
99,0,53.2583
99,1,4091.04
101,0,53.57
101,1,4091.75
103,0,56.0283
103,1,4093.49
105,0,54.3446
105,1,4092.06
107,0,54.0661
107,1,4093.47
109,0,51.2748
109,1,4093.4
111,0,53.2072
111,1,4092.69
113,0,54.0202
113,1,4092.46
115,0,53.5897
115,1,4091.5
117,0,52.5075
117,1,4092.12
119,0,54.9817
119,1,4092.12
121,0,54.1365
121,1,4091.96
123,0,54.0882
123,1,4092.08
125,0,54.0953
125,1,4093.75
127,0,53.9676
127,1,4094.87
129,0,54.508
129,1,4093.4
131,0,55.076
131,1,4091.72
133,0,53.6058
133,1,4091.51
135,0,52.448
135,1,4092.2
137,0,55.5307
137,1,4091.95
139,0,54.1042
139,1,4091.07
141,0,53.1815
141,1,4093.06
143,0,53.2793
143,1,4091.99
145,0,53.9936
145,1,4091.26
147,0,55.4887
147,1,4092.75
149,0,53.7905
149,1,4092.36
151,0,55.9379
151,1,4092.14
153,0,53.2976
153,1,4092.19
155,0,53.0657
155,1,4091.65
157,0,54.8195
157,1,4092.91
159,0,52.8869
159,1,4093.43
161,0,51.2989
161,1,4093.28
163,0,55.6117
163,1,4092.5
165,0,54.3264
165,1,4091.84
167,0,53.5588
167,1,4091.99
169,0,51.5128
169,1,4092.37
171,0,53.7059
171,1,4091.15
173,0,53.8499
173,1,4094.28
175,0,53.9564
175,1,4091.62
177,0,53.115
177,1,4092.84
179,0,54.0912
179,1,4092.05
181,0,54.2388
181,1,4092.54
183,0,53.4256
183,1,4093.61
185,0,54.0637
185,1,4092.49
187,0,55.3513
187,1,4091.83
189,0,54.0406
189,1,4091.07
191,0,54.2794
191,1,4091.99
193,0,51.9605
193,1,4092.21
195,0,54.0629
195,1,4093.25
197,0,54.2355
197,1,4093.36
199,0,53.0819
199,1,4092.94
201,0,52.9032
201,1,4091.13
203,0,53.6601
203,1,4091.42
205,0,54.2129
205,1,4091.11
207,0,55.6721
207,1,4093.93
209,0,54.5312
209,1,4092.55
211,0,53.955
211,1,4092.02
213,0,54.0349
213,1,4091.81
215,0,54.7215
215,1,4091.85
217,0,52.3669
217,1,4092.2
219,0,54.4419
219,1,4092.05
221,0,54.1945
221,1,4092.58
223,0,53.0129
223,1,4091.82
225,0,54.0444
225,1,4094.08
227,0,53.1533
227,1,4092.12
229,0,53.8228
229,1,4091.87
231,0,51.4242
231,1,4091.94
233,0,54.509
233,1,4092.23
235,0,55.2396
235,1,4092.29
237,0,55.1224
237,1,4091.94
239,0,54.0893
239,1,4094.21
241,0,55.0606
241,1,4091.96
243,0,53.7825
243,1,4092.8
245,0,56.2272
245,1,4093.8
247,0,56.1795
247,1,4091.47
249,0,54.3068
249,1,4094.23
251,0,54.0013
251,1,4091.99
253,0,54.2008
253,1,4094.12
255,0,53.4524
255,1,4091.12
257,0,51.989
257,1,4093.19
259,0,53.887
259,1,4092.52
261,0,53.41
261,1,4092.62
263,0,53.7105
263,1,4092.34
265,0,54.062
265,1,4093.03
267,0,54.2101
267,1,4092.27
269,0,54.3057
269,1,4092.71
271,0,53.8889
271,1,4091.43
273,0,54.0188
273,1,4091.89
275,0,54.7313
275,1,4093.67
277,0,54.8335
277,1,4093.3
279,0,53.3958
279,1,4092.58
281,0,55.8877
